x0,x1,x2,x3,x4,x5,x6,x7
-1.092,0.838,-0.205,1.032,-0.281,-1.894,-0.154,-0.159
-1.077,1.123,0.508,0.39,-0.089,-1.34,-0.006,0.821
0.019,0.472,-0.17,0.37,-0.123,0.632,0.049,1.325
-0.014,0.486,0.74,1.385,-0.781,0.577,0.051,0.938
-0.686,-0.85,0.111,-1.105,0.126,1.099,-0.509,-0.528
-0.41,-0.91,-0.355,-0.627,-0.504,0.831,1.25,-0.154
-1.243,-0.342,0.459,-1.248,-0.306,0.765,0.703,0.757
-1.7,0.137,-0.204,-1.612,-0.21,0.213,-0.267,0.083
-1.783,-1.293,1.393,-1.567,-0.358,-1.298,1.066,-2.136
-0.882,-0.412,0.405,-0.313,1.615,-0.637,0.759,-1.602
0.507,-0.022,0.957,0.515,-1.303,-0.916,1.492,0.069
1.665,-0.084,0.752,0.625,-0.535,-0.702,-0.321,0.563
0.438,0.062,-0.232,0.956,-1.36,0.658,0.523,-1.279
-0.886,-1.375,-0.583,0.222,-0.376,-0.013,0.797,-0.869
-1.306,-1.437,0.921,0.858,-0.145,0.263,-0.185,0.926
-0.726,-0.566,0.267,1.883,-0.526,0.647,0.75,1.857
0.161,-0.815,1.636,0.332,0.716,1.944,0.82,0.449
1.009,-0.216,-0.638,-0.661,0.291,2.477,-0.272,-0.578
1.446,0.413,0.223,-0.118,0.516,0.393,-0.536,0.806
2.361,0.127,-1.637,-0.669,0.124,0.1,-0.928,-0.495
1.255,-2.112,-1.823,-0.172,0.183,1.15,-0.996,0.852
-0.341,-1.181,-0.851,0.118,-0.045,-0.708,-0.59,1.888
-1.851,-0.936,-1.206,-0.011,-0.513,0.126,-0.748,0.396
-2.379,-0.907,-0.521,1.064,-0.316,-0.648,0.708,0.663
-1.781,0.375,0.673,2.208,-1.806,-0.33,0.081,-1.187
-1.841,-1.109,0.079,0.944,-0.506,0.345,1.08,0.197
-0.671,-0.377,0.978,2.015,0.144,1.444,2.229,-1.681
0.48,1.341,-0.504,1.97,0.582,1.544,2.083,-0.524
-0.933,-0.162,1.403,0.918,0.545,1.995,0.604,-0.182
-0.357,0.594,-0.508,-0.4,0.428,1.026,0.068,-0.887
-1.013,1.051,-0.282,-0.98,-0.492,0.727,-0.388,0.453
-0.187,0.332,-0.066,-1.244,-0.215,-0.135,-0.753,1.335
0.226,-0.297,0.284,-1.559,-0.73,0.099,-1.576,1.039
0.419,-0.774,-0.942,-1.574,0.827,-2.165,-0.793,0.079
-0.441,0.065,-0.425,-1.736,-0.708,-1.373,1.428,-0.647
-1.272,0.589,-1.206,-0.891,-0.393,-1.364,1.543,-0.746
-1.067,-0.408,0.052,0.132,1.172,-0.093,2.247,-0.322
-1.224,-1.157,0.119,-0.273,-0.171,0.25,0.067,-1.061
-1.078,-1.609,1.052,0.16,1.618,0.699,-1.302,-0.74
-0.783,0.569,0.871,0.138,-0.522,-0.307,-0.98,-3.223
0.068,0.436,1.824,0.199,1.507,0.207,-2.132,-1.942
-0.546,2.089,0.434,-0.15,-0.624,-0.559,-1.406,-0.833
0.427,1.538,1.351,-2.583,0.839,0.526,-1.634,-1.415
1.167,1.094,0.473,0.116,0.473,1.084,-0.223,-0.1
1.076,1.05,0.428,-0.027,-0.07,-0.479,-0.051,-0.941
0.982,1.101,-2.117,0.035,1.454,-0.013,-0.2,-0.011
1.031,-0.127,-0.65,-0.632,-1.003,-0.866,-1.391,-1.043
-1.705,1.76,-0.719,0.357,1.136,0.661,-0.935,-1.609
-0.267,0.672,0.014,-0.466,-0.19,0.447,0.082,-0.162
-1.055,-0.039,1.225,0.011,0.004,0.33,0.13,1.825
-0.733,-0.033,0.894,2.013,-0.727,1.665,-0.753,0.209
-0.017,0.9,2.266,0.866,0.219,0.949,0.088,-0.021
1.331,-0.297,1.448,0.101,-0.328,0.266,0.164,-0.79
1.046,0.362,-0.929,-0.167,0.464,1.038,-2.012,-1.461
