AR1410B.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1113.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1127.MV,FIC_1127.PV,FI_1127.PV,FRC1102.MV,FRC1107.MV,FRC1113.MV,FRC1113.PV,FRC1424.PV,FRCA1110.MV,FRCA1112.MV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1138A.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1132.PV,TI1133.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1101.SV,TIC_1155.MV,TI_1142.PV,TI_1145.PV,TRC1118A.MV
86.625,57.6,4.4125,57.6,283.9275,354.274,565.85,2.6002,4.55,173.1375,342.87,72.2999,710.16,19.4888,600.0,600.0,10.0078,66.2383,76.7955,2.6002,4.55,11.1123,15.7177,9.1102,173.138,342.87,710.16,87.8196,33.615,9.586,5.979,12.43,42.54,24.1585,15.3246,0.2025,0.1314,0.1324,0.1297,0.2125,0.1324,0.2013,0.1254,577.56,276.6,359.55,84.615,85.08,85.2675,82.245,83.4675,82.0575,59.7869,556.47,570.0,20.7181,530.39,500.96,13.4779
86.725,57.5625,4.5891,57.5625,283.6125,354.4117,565.6,2.6002,4.55,173.1375,342.87,72.2996,710.16,19.4888,600.0,600.0,10.0077,66.2382,76.7953,2.6002,4.55,11.1147,15.7177,9.1102,173.138,342.87,710.16,87.8459,33.61,9.585,5.983,12.43,42.564,24.175,15.3293,0.2026,0.1314,0.1324,0.1297,0.2125,0.1323,0.2013,0.1254,577.72,276.65,359.65,84.585,85.095,85.2375,82.2075,83.4375,82.02,59.8228,556.62,570.0,20.7176,530.54,501.08,13.4959
86.45,57.6,3.9312,57.5625,283.5675,353.9641,565.5,2.6002,4.55,173.124,342.87,72.2994,710.16,19.4888,600.0,600.0,10.0076,66.2381,76.795,2.6002,4.55,11.1175,15.7177,9.1102,173.124,342.87,710.16,87.8715,33.605,9.584,5.986,12.431,42.588,24.1805,15.3257,0.2026,0.1314,0.1324,0.1297,0.2124,0.1323,0.2013,0.1254,577.88,276.75,359.75,84.63,85.1325,85.29,82.17,83.4825,82.0125,59.8618,556.74,570.0,20.7017,530.69,501.23,13.5039
86.2,57.6,4.4922,57.525,283.995,354.7906,565.45,2.6002,4.55,173.097,342.87,72.3004,710.0,19.4888,600.0,600.0,10.0075,66.2381,76.7948,2.6002,4.55,11.1183,15.7169,9.1102,173.096,342.87,710.0,87.8965,33.6,9.582,5.989,12.43,42.618,24.2025,15.3221,0.2026,0.1314,0.1324,0.1297,0.2124,0.1323,0.2012,0.1254,578.0,276.8,359.8,84.6525,85.125,85.32,82.17,83.46,81.9975,59.8966,556.89,570.0,20.7007,530.84,501.38,13.5119
86.9,57.525,4.7062,57.5625,283.7925,354.0674,565.35,2.6002,4.5525,173.0835,342.87,72.3004,710.0,19.4881,600.06,600.06,10.0074,66.238,76.7945,2.6002,4.5525,11.1191,15.7167,9.1102,173.082,342.87,710.0,87.9208,33.595,9.581,5.992,12.431,42.648,24.2135,15.3185,0.2027,0.1314,0.1323,0.1297,0.2124,0.1323,0.2012,0.1254,578.16,276.85,359.9,84.6975,85.125,85.335,82.1925,83.43,81.9825,59.9308,557.04,570.0,20.6996,530.99,501.5,13.5199
86.225,57.525,4.775,57.6,283.7475,353.7918,565.75,2.6002,4.5525,173.0565,342.87,72.3004,710.0,19.4878,600.06,600.06,10.0073,66.2379,76.7943,2.6002,4.5525,11.1162,15.7164,9.1102,173.054,342.87,710.0,87.9446,33.59,9.579,5.996,12.431,42.678,24.23,15.3149,0.2027,0.1314,0.1323,0.1297,0.2123,0.1323,0.2012,0.1254,578.32,276.95,360.0,84.735,85.1175,85.35,82.215,83.4825,82.02,59.9681,557.16,570.0,20.6985,531.14,501.65,13.5279
86.825,57.6,3.9781,57.6,283.635,354.274,564.75,2.5998,4.5525,173.043,342.87,72.2991,710.16,19.4876,600.06,600.06,10.0073,66.2378,76.7955,2.5998,4.5525,11.1158,15.7162,9.1096,173.04,342.87,710.16,87.9677,33.585,9.577,5.999,12.43,42.702,24.252,15.3113,0.2027,0.1313,0.1323,0.1297,0.2123,0.1322,0.2012,0.1253,578.44,277.0,360.05,84.6975,85.155,85.3725,82.2525,83.46,82.0275,60.0012,557.31,570.0,20.6975,531.29,501.77,13.5359
86.75,57.5625,3.85,57.6,283.5225,354.0674,565.35,2.5998,4.5525,173.0025,342.87,72.2989,710.16,19.4873,600.06,600.06,10.0072,66.2377,76.7958,2.5998,4.5525,11.1154,15.7159,9.1102,172.998,342.87,710.16,87.9902,33.58,9.575,6.002,12.429,42.732,24.274,15.3077,0.2027,0.1313,0.1323,0.1296,0.2122,0.1322,0.2011,0.1253,578.6,277.05,360.15,84.6975,85.185,85.395,82.2825,83.43,82.0425,60.0337,557.46,570.0,20.6964,531.44,501.92,13.5439
86.45,57.5625,4.4562,57.525,283.3425,353.8607,565.1,2.5998,4.5525,172.9755,342.87,72.2986,710.16,19.4871,600.06,600.06,10.0071,66.2376,76.796,2.5998,4.5525,11.115,15.7157,9.1102,172.97,342.87,710.16,88.0627,33.58,9.573,6.006,12.428,42.756,24.296,15.304,0.2028,0.1313,0.1323,0.1296,0.2122,0.1322,0.2011,0.1253,578.76,277.1,360.2,84.66,85.2075,85.38,82.3275,83.475,82.0875,60.0693,557.58,570.0,20.6954,531.59,502.07,13.5625
86.525,57.6,4.3828,57.6,283.77,353.5852,564.95,2.6004,4.555,172.962,342.87,72.2996,710.0,19.4861,600.12,600.12,10.007,66.2375,76.794,2.6004,4.555,11.1145,15.7154,9.1108,172.956,342.87,710.0,88.0846,33.575,9.571,6.009,12.428,42.78,24.318,15.3004,0.2028,0.1313,0.1322,0.1296,0.2122,0.1322,0.2011,0.1253,578.88,277.15,360.3,84.6975,85.215,85.3575,82.3125,83.52,82.0725,60.1007,557.73,570.0,20.6943,531.74,502.19,13.5712
86.85,57.5625,4.5078,57.525,283.86,353.6541,565.15,2.6016,4.5725,173.097,342.99,72.2965,710.4,19.4766,600.84,600.84,10.0047,66.236,76.789,2.6016,4.5725,11.1141,15.7152,9.1129,173.096,342.99,710.4,88.0552,33.565,9.569,6.013,12.427,44.838,24.34,15.3054,0.2009,0.1305,0.1317,0.129,0.2102,0.1317,0.199,0.1246,579.04,277.2,360.35,84.675,85.17,85.395,82.3425,83.52,82.0875,60.1127,558.03,570.0,20.6932,531.89,502.34,13.5799
86.85,57.5625,4.25,57.5625,283.86,354.1707,564.8,2.6032,4.5975,173.1915,343.14,72.2927,710.8,19.4648,601.5,601.5,10.0023,66.2339,76.781,2.6032,4.5975,11.1174,15.7149,9.1168,173.194,343.14,710.8,88.0752,33.56,9.539,5.917,12.426,46.542,25.011,15.3021,0.1993,0.1296,0.1309,0.1282,0.2085,0.1309,0.1973,0.1238,579.32,277.25,360.45,84.675,85.17,85.3425,82.3425,83.565,82.0725,60.1085,558.45,570.0,20.6922,532.04,502.49,13.5885
86.175,57.5625,3.9062,57.5625,283.23,354.1362,565.1,2.6042,4.6225,173.2725,343.32,72.2884,711.2,19.4511,602.1,602.1,9.9995,66.2313,76.7733,2.6042,4.6225,11.1183,15.7147,9.1195,173.278,343.32,711.2,88.0946,33.555,9.5,5.857,12.426,48.048,25.869,15.2988,0.1978,0.1287,0.13,0.1273,0.207,0.13,0.1957,0.1229,579.8,277.3,360.5,84.6225,85.2,85.38,82.2975,83.6025,82.1025,60.0875,558.99,570.0,20.6911,532.19,502.61,13.5972
86.35,57.5625,4.5812,57.6,283.7025,354.274,564.3,2.6052,4.645,173.313,343.47,72.2834,711.6,19.4401,602.28,602.28,9.9969,66.2282,76.7643,2.6052,4.645,11.1191,15.7144,9.1228,173.306,343.47,711.6,88.0627,33.545,9.458,5.812,12.426,49.386,26.749,15.2954,0.1965,0.1278,0.1292,0.1265,0.2056,0.1292,0.1944,0.122,580.36,277.35,360.6,84.645,85.2375,85.3575,82.335,83.625,82.1325,60.0568,559.59,570.0,20.6901,532.34,502.76,13.6058
86.4,57.6,4.3234,57.525,283.725,353.7918,564.15,2.606,4.665,173.3265,343.62,72.279,711.84,19.4306,602.28,602.28,9.9941,66.2254,76.7548,2.606,4.665,11.1162,15.7172,9.1245,173.32,343.62,711.84,88.0802,33.54,9.415,5.775,12.425,50.538,27.585,15.2835,0.1953,0.127,0.1285,0.1257,0.2044,0.1284,0.1932,0.1213,580.96,277.4,360.65,84.6525,85.215,85.3875,82.3575,83.61,82.1625,60.0162,560.25,570.0,20.689,532.49,502.91,13.6145
86.4,57.6,4.2438,57.6,283.905,353.9985,564.75,2.6062,4.6825,173.3265,343.77,72.2749,712.0,19.4211,602.28,602.28,9.991,66.2215,76.7465,2.6062,4.6825,11.1158,15.7172,9.1262,173.32,343.77,712.0,88.0971,33.535,9.374,5.746,12.423,51.486,28.3385,15.2799,0.1944,0.1264,0.1278,0.1251,0.2034,0.1278,0.1923,0.1206,581.64,277.5,360.75,84.6225,85.23,85.3425,82.38,83.565,82.1925,59.9692,560.94,570.0,20.6879,532.64,503.03,13.6339
86.425,57.5625,4.6594,57.5625,283.4325,353.2753,564.15,2.6062,4.6975,173.34,343.86,72.2705,712.16,19.4116,602.28,602.28,9.9877,66.2187,76.7388,2.6062,4.6975,11.1146,15.7177,9.1267,173.334,343.86,712.16,88.0627,33.525,9.335,5.723,12.422,52.224,28.982,15.2763,0.1937,0.1258,0.1273,0.1246,0.2027,0.1273,0.1915,0.1201,582.36,277.55,360.8,84.6525,85.23,85.3575,82.38,83.5725,82.215,59.9194,561.63,570.0,20.6869,532.79,503.18,13.6432
86.0,57.525,4.7703,57.5625,283.1175,353.7918,563.9,2.6058,4.7075,173.313,343.95,72.2671,712.16,19.4036,602.16,602.16,9.9848,66.2151,76.7325,2.6058,4.7075,11.1139,15.7152,9.1272,173.306,343.95,712.16,88.0777,33.52,9.301,5.707,12.418,52.752,29.521,15.2727,0.1931,0.1254,0.1269,0.1242,0.2022,0.1269,0.191,0.1197,583.08,277.6,360.85,84.6675,85.2225,85.32,82.38,83.5275,82.17,59.8705,562.29,570.0,20.6858,532.94,503.33,13.6525
86.675,57.5625,4.575,57.6,283.455,353.723,563.75,2.606,4.7175,173.2725,344.01,72.2631,712.24,19.3961,602.04,602.04,9.982,66.2121,76.7245,2.606,4.7175,11.1132,15.7147,9.1272,173.264,344.01,712.24,88.0921,33.515,9.271,5.698,12.417,53.136,29.939,15.269,0.1927,0.125,0.1265,0.1238,0.2017,0.1265,0.1905,0.1193,583.76,277.65,360.95,84.63,85.26,85.275,82.4175,83.5275,82.1175,59.819,562.95,570.0,20.6695,533.12,503.48,13.6619
86.2,57.6,4.2453,57.525,283.1625,353.2753,563.6,2.6054,4.725,173.2185,344.04,72.259,712.32,19.3906,601.8,601.8,9.9792,66.209,76.7193,2.6054,4.725,11.1163,15.7142,9.1262,173.222,344.04,712.32,88.0552,33.505,9.244,5.694,12.416,53.34,30.2855,15.2654,0.1925,0.1248,0.1263,0.1236,0.2014,0.1263,0.1903,0.1191,584.44,277.7,361.05,84.645,85.2225,85.2525,82.455,83.55,82.0575,59.7724,563.55,570.0,20.668,533.27,503.63,13.6712
86.4,57.6375,4.1094,57.6,283.5225,353.7574,563.8,2.605,4.7275,173.1645,344.07,72.256,712.24,19.3868,601.5,601.5,9.9771,66.2059,76.714,2.605,4.7275,11.1169,15.7137,9.1262,173.166,344.07,712.24,88.0677,33.5,9.223,5.694,12.414,53.37,30.511,15.2618,0.1925,0.1247,0.1262,0.1235,0.2014,0.1262,0.1903,0.119,585.08,277.75,361.1,84.6,85.26,85.29,82.4625,83.505,82.0575,59.727,564.12,570.0,20.6664,533.45,503.81,13.6805
86.475,57.525,3.825,57.5625,282.735,353.413,563.5,2.6042,4.7275,173.1105,344.07,72.2537,712.08,19.3828,601.32,601.32,9.9745,66.2028,76.7108,2.6042,4.7275,11.1175,15.7162,9.125,173.11,344.07,712.08,88.0796,33.495,9.207,5.698,12.412,53.25,30.621,15.2582,0.1925,0.1247,0.1262,0.1234,0.2015,0.1262,0.1903,0.119,585.68,277.85,361.2,84.615,85.2,85.275,82.4325,83.505,82.02,59.6869,564.63,570.0,20.6649,533.63,503.96,13.6899
86.675,57.6375,3.9484,57.5625,282.825,353.2753,563.55,2.6034,4.725,173.0565,344.07,72.2517,711.92,19.3803,601.08,601.08,9.9727,66.2005,76.7085,2.6034,4.725,11.1143,15.7167,9.1234,173.054,344.07,711.92,88.0402,33.485,9.197,5.706,12.41,52.998,30.6375,15.2546,0.1927,0.1247,0.1262,0.1235,0.2018,0.1262,0.1906,0.119,586.2,277.9,361.3,84.66,85.2375,85.245,82.425,83.5425,81.975,59.6522,565.08,570.0,20.6633,533.81,504.11,13.6992
86.125,57.5625,4.0219,57.6,282.5325,352.9653,563.35,2.6028,4.7225,172.989,344.04,72.2494,711.84,19.3796,600.78,600.78,9.9711,66.1984,76.7065,2.6028,4.7225,11.1136,15.7172,9.1223,172.984,344.04,711.84,88.0502,33.48,9.191,5.718,12.408,52.644,30.5715,15.2424,0.193,0.1249,0.1264,0.1236,0.2021,0.1263,0.1909,0.1192,586.68,277.95,361.35,84.675,85.2525,85.2525,82.4625,83.4975,81.99,59.6233,565.47,570.0,20.6617,533.96,504.29,13.7085
86.15,57.525,4.0344,57.525,283.1175,352.6898,563.15,2.6024,4.7175,172.9215,344.01,72.2484,711.6,19.3801,600.48,600.48,9.9698,66.1966,76.7045,2.6024,4.7175,11.113,15.7147,9.1206,172.914,344.01,711.6,88.0596,33.475,9.19,5.732,12.406,52.212,30.434,15.2385,0.1934,0.1251,0.1265,0.1238,0.2025,0.1265,0.1913,0.1193,587.08,278.0,361.45,84.66,85.23,85.2675,82.4625,83.5275,81.96,59.6002,565.8,570.0,20.6602,534.14,504.44,13.7285
86.95,57.5625,4.3328,57.6,283.095,352.8965,563.5,2.6016,4.7125,172.8405,343.98,72.2465,711.52,19.3803,600.3,600.3,9.9687,66.1942,76.7045,2.6016,4.7125,11.1161,15.7142,9.1195,172.844,343.98,711.52,88.0683,33.47,9.192,5.748,12.404,51.726,30.247,15.2346,0.1939,0.1253,0.1268,0.124,0.2029,0.1267,0.1918,0.1196,587.44,278.05,361.5,84.6975,85.1925,85.26,82.41,83.5725,81.945,59.5834,566.07,570.0,20.6586,534.32,504.62,13.7385
86.275,57.5625,4.4938,57.6,283.1175,353.1719,563.3,2.601,4.705,172.7595,343.92,72.246,711.28,19.3828,600.0,600.0,9.9671,66.1934,76.7048,2.601,4.705,11.1166,15.7137,9.1179,172.76,343.92,711.28,88.0765,33.465,9.197,5.765,12.4,51.216,30.0215,15.2307,0.1944,0.1256,0.127,0.1243,0.2034,0.127,0.1923,0.1198,587.72,278.15,361.6,84.66,85.2075,85.275,82.395,83.58,81.9375,59.573,566.28,570.0,20.6571,534.5,504.8,13.7485
86.125,57.525,4.5656,57.6,282.4425,352.311,563.3,2.6,4.6975,172.7055,343.86,72.2452,711.12,19.3836,599.94,599.94,9.967,66.1916,76.7073,2.6,4.6975,11.1172,15.7162,9.1163,172.704,343.86,711.12,88.084,33.46,9.205,5.783,12.398,50.694,29.7685,15.2268,0.1948,0.1259,0.1273,0.1245,0.2039,0.1273,0.1928,0.1201,587.92,278.2,361.65,84.675,85.1775,85.305,82.3725,83.5425,81.9075,59.5692,566.43,570.0,20.6555,534.68,504.95,13.7585
86.45,57.6,3.925,57.525,282.7575,353.0686,562.45,2.5996,4.69,172.6515,343.8,72.2448,710.96,19.3861,599.76,599.76,9.9667,66.1912,76.7088,2.5996,4.69,11.114,15.7167,9.1146,172.648,343.8,710.96,88.0908,33.455,9.215,5.8,12.396,50.172,29.499,15.2229,0.1953,0.1262,0.1275,0.1248,0.2044,0.1275,0.1933,0.1204,588.08,278.25,361.75,84.645,85.185,85.32,82.32,83.5275,81.945,59.5686,566.55,570.0,20.654,534.86,505.13,13.7685
86.325,57.5625,4.6406,57.6,282.375,352.1043,562.65,2.5992,4.6825,172.5975,343.77,72.2439,710.88,19.3893,599.58,599.58,9.9658,66.1906,76.7108,2.5992,4.6825,11.1134,15.7172,9.1135,172.592,343.77,710.88,88.0971,33.45,9.226,5.816,12.396,49.674,29.224,15.219,0.1958,0.1265,0.1278,0.1251,0.2049,0.1278,0.1938,0.1206,588.2,278.35,361.85,84.615,85.1925,85.35,82.35,83.52,81.9825,59.575,566.61,570.0,20.6524,535.04,505.31,13.7785
86.275,57.5625,4.1297,57.5625,282.8475,352.862,562.35,2.5992,4.675,172.557,343.71,72.2438,710.72,19.3933,599.4,599.4,9.9658,66.1896,76.7118,2.5992,4.675,11.1127,15.7147,9.1129,172.55,343.71,710.72,88.1027,33.445,9.238,5.832,12.394,49.2,28.9545,15.2152,0.1962,0.1267,0.1281,0.1253,0.2054,0.128,0.1943,0.1209,588.28,278.4,361.95,84.5925,85.1775,85.32,82.32,83.55,81.9675,59.585,566.64,570.0,20.6509,535.22,505.46,13.7885
86.125,57.525,4.5125,57.5625,282.555,352.311,562.2,2.5988,4.67,172.503,343.68,72.2445,710.48,19.3958,599.4,599.4,9.9652,66.1892,76.7143,2.5988,4.67,11.1158,15.7142,9.1118,172.508,343.68,710.48,88.1077,33.44,9.251,5.846,12.392,48.768,28.696,15.2113,0.1967,0.127,0.1283,0.1256,0.2058,0.1282,0.1947,0.1211,588.28,278.45,362.0,84.6075,85.2075,85.3125,82.335,83.5575,81.9525,59.6023,566.61,570.0,20.6493,535.4,505.64,13.7985
86.45,57.5625,3.8844,57.6,282.1275,352.7587,562.5,2.5988,4.6625,172.4625,343.62,72.2444,710.4,19.4006,599.22,599.22,9.9653,66.1884,76.7158,2.5988,4.6625,11.1164,15.7137,9.1113,172.452,343.62,710.4,88.1121,33.435,9.263,5.859,12.39,48.372,28.4595,15.2074,0.197,0.1272,0.1285,0.1258,0.2062,0.1285,0.1951,0.1214,588.28,278.5,362.1,84.57,85.2375,85.2825,82.3575,83.55,81.945,59.6198,566.58,570.0,20.6478,535.58,505.82,13.8085
86.675,57.5625,4.7687,57.6,282.0825,352.311,561.9,2.5984,4.6575,172.4355,343.59,72.245,710.24,19.4031,599.28,599.28,9.965,66.1891,76.7188,2.5984,4.6575,11.1169,15.7162,9.1096,172.424,343.59,710.24,88.1159,33.43,9.275,5.871,12.389,48.024,28.234,15.2035,0.1974,0.1274,0.1287,0.126,0.2065,0.1286,0.1954,0.1216,588.24,278.6,362.2,84.5925,85.1925,85.32,82.38,83.52,81.945,59.6411,566.52,570.0,20.6309,535.76,505.97,13.8185
86.4,57.5625,4.5641,57.6,282.015,352.311,561.85,2.5982,4.6525,172.4085,343.56,72.2453,710.16,19.4053,599.34,599.34,9.9654,66.1887,76.7215,2.5982,4.6525,11.1138,15.7167,9.1091,172.41,343.56,710.16,88.119,33.425,9.286,5.881,12.388,47.718,28.036,15.1996,0.1977,0.1276,0.1289,0.1262,0.2068,0.1288,0.1957,0.1217,588.16,278.65,362.25,84.63,85.2,85.365,82.4025,83.565,81.96,59.6664,566.43,570.0,20.6289,535.94,506.15,13.8285
86.925,57.525,4.2859,57.5625,282.285,352.6554,561.85,2.5984,4.6475,172.368,343.53,72.2456,710.08,19.4073,599.4,599.4,9.9653,66.1884,76.723,2.5984,4.6475,11.1131,15.7172,9.1091,172.368,343.53,710.08,88.1215,33.42,9.296,5.89,12.386,47.454,27.86,15.2043,0.1979,0.1278,0.129,0.1263,0.207,0.129,0.196,0.1219,588.08,278.7,362.35,84.6525,85.1625,85.365,82.44,83.5875,81.9675,59.6884,566.37,570.0,20.6269,536.12,506.3,13.8492
86.0,57.6,4.6562,57.5625,282.0375,352.1732,562.0,2.5982,4.645,172.3545,343.5,72.2449,710.16,19.4113,599.28,599.28,9.9653,66.1888,76.7258,2.5982,4.645,11.1132,15.7154,9.1091,172.354,343.5,710.16,88.1234,33.415,9.306,5.897,12.385,47.22,27.7115,15.2007,0.1981,0.1279,0.1292,0.1265,0.2073,0.1291,0.1962,0.122,588.0,278.75,362.45,84.6525,85.1775,85.3575,82.41,83.6175,81.9375,59.7181,566.25,570.0,20.6248,536.3,506.48,13.8599
86.5,57.6,4.2719,57.6,281.9925,352.4143,561.5,2.5984,4.64,172.341,343.47,72.2453,710.08,19.4136,599.34,599.34,9.9659,66.1887,76.7273,2.5984,4.64,11.1158,15.7152,9.1086,172.34,343.47,710.08,88.1246,33.41,9.315,5.903,12.384,47.004,27.5795,15.1971,0.1983,0.1281,0.1293,0.1266,0.2074,0.1293,0.1964,0.1222,587.92,278.85,362.5,84.675,85.185,85.395,82.3575,83.595,81.915,59.7445,566.16,570.0,20.6228,536.45,506.63,13.8705
86.9,57.525,4.5766,57.6,282.1275,352.1732,562.2,2.5982,4.6375,172.3005,343.44,72.2451,710.08,19.4171,599.28,599.28,9.9661,66.1886,76.73,2.5982,4.6375,11.1163,15.7149,9.108,172.298,343.44,710.08,88.1252,33.405,9.323,5.909,12.385,46.794,27.442,15.1935,0.1986,0.1282,0.1294,0.1267,0.2077,0.1294,0.1966,0.1223,587.8,278.9,362.6,84.6225,85.185,85.4025,82.3575,83.58,81.9525,59.775,566.04,570.0,20.6207,536.63,506.81,13.8812
86.125,57.6,4.3031,57.5625,282.5325,351.7599,561.3,2.5984,4.6325,172.287,343.41,72.2469,709.84,19.4193,599.34,599.34,9.9663,66.1893,76.7315,2.5984,4.6325,11.1169,15.7147,9.108,172.284,343.41,709.84,88.1252,33.4,9.331,5.913,12.384,46.584,27.3045,15.1899,0.1987,0.1284,0.1295,0.1268,0.2079,0.1295,0.1968,0.1225,587.68,278.95,362.7,84.63,85.1625,85.3875,82.365,83.5425,81.93,59.8023,565.95,570.0,20.6187,536.81,506.96,13.8919
86.3,57.525,4.4594,57.5625,282.2625,351.5189,561.15,2.5982,4.63,172.2735,343.41,72.2465,709.92,19.4228,599.28,599.28,9.9664,66.1895,76.7343,2.5982,4.63,11.1145,15.7144,9.1074,172.27,343.41,709.92,88.1246,33.395,9.34,5.918,12.383,46.38,27.1725,15.1949,0.1989,0.1285,0.1296,0.127,0.2081,0.1296,0.197,0.1226,587.56,279.05,362.8,84.66,85.1475,85.365,82.3275,83.565,81.96,59.8337,565.83,570.0,20.6166,536.96,507.11,13.9025
86.675,57.5625,4.5312,57.6,281.97,351.9666,561.5,2.5984,4.625,172.26,343.38,72.2473,709.84,19.4251,599.34,599.34,9.9673,66.1896,76.7358,2.5984,4.625,11.1141,15.7172,9.1074,172.256,343.38,709.84,88.1234,33.39,9.348,5.923,12.382,46.17,27.046,15.1915,0.1991,0.1287,0.1298,0.1271,0.2083,0.1298,0.1973,0.1227,587.44,279.1,362.9,84.6225,85.125,85.3125,82.38,83.535,82.0125,59.8656,565.71,570.0,20.6146,537.14,507.26,13.9132
86.425,57.6,4.4734,57.6,281.9925,351.8288,561.65,2.5982,4.6225,172.233,343.35,72.2481,709.76,19.4286,599.28,599.28,9.9678,66.1906,76.7385,2.5982,4.6225,11.1136,15.7179,9.1069,172.242,343.35,709.76,88.1215,33.385,9.356,5.929,12.38,45.954,26.9195,15.1882,0.1993,0.1288,0.1299,0.1272,0.2085,0.1298,0.1975,0.1229,587.32,279.2,363.0,84.6375,85.1625,85.2675,82.365,83.5275,81.99,59.8979,565.59,570.0,20.6125,537.29,507.44,13.9239
86.975,57.525,4.2641,57.6,281.6325,352.0355,561.7,2.598,4.6175,172.2195,343.32,72.2491,709.68,19.4308,599.34,599.34,9.9682,66.191,76.7415,2.598,4.6175,11.1162,15.7179,9.1063,172.214,343.32,709.68,88.119,33.38,9.363,5.934,12.381,45.738,26.782,15.1849,0.1996,0.1289,0.13,0.1274,0.2087,0.13,0.1977,0.123,587.2,279.25,363.1,84.66,85.1475,85.2975,82.3275,83.5125,82.005,59.9345,565.44,570.0,20.6105,537.44,507.59,13.9345
86.975,57.525,4.1437,57.6,282.15,351.8633,560.8,2.5982,4.615,172.206,343.29,72.2503,709.6,19.4321,599.46,599.46,9.9686,66.1914,76.7433,2.5982,4.615,11.1168,15.7162,9.1063,172.2,343.29,709.6,88.1159,33.375,9.371,5.939,12.381,45.522,26.6445,15.1815,0.1998,0.1291,0.1302,0.1275,0.209,0.1302,0.1979,0.1231,587.04,279.3,363.15,84.6825,85.11,85.275,82.2825,83.55,81.9825,59.968,565.32,570.0,20.6084,537.62,507.74,13.9452
86.725,57.5625,4.4578,57.525,281.88,351.1745,560.85,2.598,4.61,172.206,343.26,72.2509,709.6,19.4358,599.34,599.34,9.9698,66.1918,76.7463,2.598,4.61,11.1174,15.7159,9.1063,172.214,343.26,709.6,88.1121,33.37,9.379,5.944,12.38,45.306,26.5125,15.1782,0.2,0.1292,0.1303,0.1276,0.2091,0.1302,0.1981,0.1233,586.92,279.4,363.25,84.6975,85.0875,85.29,82.3125,83.52,82.005,60.0057,565.17,570.0,20.6064,537.77,507.89,13.9559
86.875,57.5625,4.4047,57.6,281.5425,352.0699,561.2,2.5982,4.6075,172.1925,343.26,72.2521,709.52,19.4378,599.4,599.4,9.9704,66.1922,76.748,2.5982,4.6075,11.115,15.7157,9.1063,172.186,343.26,709.52,88.1077,33.365,9.387,5.95,12.378,45.09,26.3805,15.1835,0.2002,0.1294,0.1304,0.1278,0.2094,0.1304,0.1983,0.1234,586.76,279.45,363.35,84.7125,85.1325,85.275,82.335,83.5425,82.05,60.044,565.02,570.0,20.6044,537.92,508.04,13.9665
86.425,57.5625,4.2094,57.525,281.6325,351.6222,561.3,2.598,4.6025,172.179,343.23,72.2523,709.6,19.4411,599.34,599.34,9.9711,66.1934,76.751,2.598,4.6025,11.1145,15.7154,9.1058,172.172,343.23,709.6,88.1027,33.36,9.395,5.955,12.378,44.868,26.243,15.1804,0.2004,0.1295,0.1305,0.1279,0.2096,0.1305,0.1985,0.1236,586.64,279.5,363.45,84.66,85.1325,85.3125,82.335,83.4975,82.0125,60.0792,564.9,570.0,20.6023,538.07,508.19,13.9772
86.5,57.5625,4.2891,57.6,281.745,351.5189,560.9,2.5982,4.5975,172.1655,343.2,72.2535,709.52,19.4431,599.4,599.4,9.9725,66.1941,76.7528,2.5982,4.5975,11.1141,15.7152,9.1058,172.158,343.2,709.52,88.0971,33.355,9.403,5.96,12.377,44.652,26.111,15.1774,0.2006,0.1297,0.1307,0.128,0.2098,0.1306,0.1988,0.1237,586.48,279.6,363.5,84.6825,85.08,85.2825,82.3725,83.505,82.05,60.1185,564.75,570.0,20.6003,538.25,508.31,13.9879
86.35,57.6,4.4953,57.525,281.9025,351.6222,560.9,2.598,4.595,172.1655,343.17,72.2549,709.44,19.4463,599.34,599.34,9.9727,66.1947,76.7558,2.598,4.595,11.1175,15.7149,9.1052,172.172,343.17,709.44,88.0908,33.35,9.411,5.965,12.378,44.436,25.968,15.1743,0.2008,0.1298,0.1308,0.1282,0.21,0.1308,0.199,0.1238,586.32,279.65,363.6,84.69,85.0725,85.3125,82.3575,83.4675,82.065,60.1586,564.6,570.0,20.5982,538.4,508.46,14.0092
