TIA2877.PV,TI_1145.PV,TIA2874.PV,PIC1101A.PV,PRA1102.PV,AR1410B.PV,DR1103.PV,FRCA1112.MV,PDRCA1109.PV,TI1132.PV,TIC_1101.PV,TIC_1101.MV,FT_1122.PV,PDR1401.PV,FIC_1122.MV,FIC_1122.PV,FIC_1121.PV,TI_1142.PV,TIA2875.PV,TI1133.PV,PI_1132B.PV,FI_1127.PV,TIA2876.PV,PDRSA1104.PV,LRCA1101.MV,LRCA1101.PV,FRC1424.PV,PDR1103.PV,FRC1102.MV,FIC_1127.PV,FIC_1127.MV,DR1105.PV,FRC1113.PV,FRC1113.MV,FI1113.PV,PI_1138A.PV,DR1108.PV,FI1902.PV,FRCA1110.MV,TIA2872.PV,PI_1180.PV,TRC1118A.MV,FT_1121.PV,PR1102A.PV,FRSA1101.PV,TI1105A.PV,TIA2873.PV,DR1106.PV,FRQ1623.PV,PI_1134.PV,TIC_1155.MV,FI1424.PV,DR1110.PV,DR1107.PV,PI_1132A.PV,PI_1182.PV,PDR1106.PV,FRC1107.MV,TIC_1101.SV,PDI_1109.PV
81.9975,492.05,85.3875,14.9813,0.1246,86.45,57.525,15.7357,45.306,277.7,530.46,46.9379,710.08,12.346,72.2876,710.08,343.05,520.85,82.365,361.1,0.1295,600.12,83.475,25.451,77.2701,33.26,4.5725,9.582,9.9894,600.12,19.4586,4.3109,2.6,76.7849,2.6,0.1288,357.5801,173.934,11.1298,84.7125,0.2102,13.6398,343.05,0.1989,173.936,550.6,85.125,57.5625,9.1108,0.1313,20.3385,4.5725,570.6,286.47,0.1873,0.1313,4.855,66.2254,540,45.306
81.9825,492.08,85.365,14.9819,0.1246,86.55,57.5625,15.7329,45.264,277.75,530.52,46.9689,710.08,12.346,72.2875,710.08,343.05,520.88,82.305,361.1,0.1295,599.94,83.5275,25.451,77.3026,33.26,4.5725,9.581,9.9893,599.94,19.4604,4.0812,2.6,76.7849,2.6,0.1288,357.5113,174.0555,11.1298,84.6825,0.2102,13.6431,343.05,0.1989,174.048,550.68,85.1175,57.6,9.1108,0.1313,20.3384,4.5725,570.6,286.245,0.1874,0.1313,4.862,66.2254,540,45.264
81.9675,492.11,85.395,14.9824,0.1247,86.675,57.5625,15.7322,45.186,277.75,530.58,46.9997,710.08,12.346,72.2874,710.08,343.05,520.94,82.3125,361.15,0.1295,599.94,83.55,25.451,77.3857,33.265,4.5725,9.581,9.99,599.94,19.4606,4.75,2.6,76.7849,2.6,0.1288,357.1669,173.8665,11.1299,84.6525,0.2102,13.6465,343.05,0.199,173.866,550.76,85.1325,57.5625,9.1113,0.1314,20.3383,4.5725,570.85,286.92,0.1875,0.1314,4.871,66.2253,540,45.186
81.9525,492.17,85.4325,14.9916,0.1247,86.675,57.5625,15.7314,45.108,277.75,530.64,47.0303,710.08,12.345,72.2872,710.08,343.05,520.97,82.2675,361.15,0.1296,599.88,83.505,25.4345,77.4189,33.265,4.57,9.581,9.9901,599.88,19.4616,4.75,2.6,76.7849,2.6,0.1288,357.8557,173.988,11.13,84.645,0.2103,13.6498,343.05,0.1991,173.978,550.8,85.1625,57.5625,9.1108,0.1314,20.3383,4.57,570.95,286.2,0.1877,0.1314,4.88,66.2252,540,45.108
81.9675,492.2,85.3875,14.9924,0.1247,86.275,57.5625,15.7337,45.006,277.8,530.7,47.0606,710,12.346,72.2877,710,343.05,521,82.2675,361.2,0.1296,600,83.505,25.4015,77.452,33.265,4.57,9.582,9.9903,600,19.4606,4.45,2.5998,76.7856,2.5998,0.1289,357.098,173.7315,11.1301,84.675,0.2104,13.6531,343.05,0.1992,173.726,550.88,85.125,57.5625,9.1108,0.1314,20.3382,4.57,570.4,286.4475,0.1878,0.1314,4.888,66.2251,540,45.006
81.945,492.23,85.425,14.9933,0.1248,86.85,57.6,15.7339,44.91,277.8,530.76,47.0906,710,12.346,72.2877,710,343.02,521.06,82.23,361.2,0.1297,600,83.5275,25.3575,77.4851,33.265,4.5675,9.584,9.9905,600,19.4606,4.4578,2.5998,76.7859,2.5998,0.1289,357.7179,173.4345,11.1301,84.66,0.2105,13.6565,343.02,0.1993,173.432,550.92,85.1175,57.5625,9.1102,0.1315,20.3381,4.5675,571,286.74,0.1879,0.1314,4.893,66.225,540,44.91
81.975,492.29,85.4175,14.9855,0.1248,86,57.5625,15.7342,44.832,277.85,530.79,47.1242,710,12.348,72.2877,710,343.02,521.09,82.275,361.25,0.1297,599.94,83.505,25.297,77.5689,33.27,4.5675,9.586,9.9899,599.94,19.4614,3.8516,2.5996,76.7869,2.5996,0.129,357.5801,173.7585,11.1302,84.6075,0.2106,13.6598,343.02,0.1993,173.768,551,85.1625,57.6,9.1102,0.1315,20.338,4.5675,570.25,286.2225,0.1879,0.1315,4.896,66.2249,540,44.832
81.9675,492.32,85.4325,14.986,0.1249,86.225,57.5625,15.7344,44.736,277.85,530.82,47.1577,709.92,12.348,72.2884,709.92,343.02,521.15,82.275,361.25,0.1298,599.94,83.4675,25.242,77.6026,33.27,4.565,9.588,9.9898,599.94,19.4616,4.7016,2.6,76.7859,2.6,0.1291,357.1324,173.988,11.1273,84.5625,0.2107,13.6738,343.02,0.1994,173.992,551.04,85.1925,57.6,9.1102,0.1316,20.3379,4.565,570.75,286.38,0.188,0.1315,4.894,66.2249,540,44.736
82.005,492.35,85.3875,14.9871,0.1249,86.3,57.6,15.7347,44.58,277.85,530.88,47.2241,709.92,12.348,72.2886,709.92,342.99,521.18,82.29,361.3,0.1298,599.88,83.43,25.1925,77.6701,33.27,4.5625,9.59,9.9897,599.88,19.4626,4.7016,2.5998,76.7866,2.6,0.1291,357.4424,173.124,11.1264,84.525,0.2107,13.6778,342.99,0.1996,173.124,551.04,85.1925,57.5625,9.1102,0.1316,20.3379,4.565,570.7,286.38,0.188,0.1316,4.892,66.2254,540,44.628
82.005,492.41,85.4025,14.9877,0.125,86.725,57.5625,15.7349,44.496,277.9,530.91,47.2572,709.92,12.347,72.2894,709.84,342.99,521.21,82.26,361.3,0.1299,599.88,83.4225,25.143,77.7039,33.27,4.5625,9.593,9.9905,599.82,19.4644,4.7156,2.5998,76.7869,2.5998,0.1292,357.098,173.961,11.1255,84.5475,0.2109,13.6858,342.99,0.1996,173.964,551.12,85.23,57.5625,9.1096,0.1317,20.3378,4.5625,570.1,286.2675,0.188,0.1317,4.891,66.2256,540,44.58
81.96,492.44,85.3875,14.9877,0.125,86,57.6375,15.7352,44.496,277.9,530.91,47.2572,709.84,12.347,72.2894,709.84,342.99,521.27,82.26,361.35,0.1299,599.82,83.4825,25.0935,77.7039,33.27,4.5625,9.595,9.9905,599.82,19.4644,4.3094,2.5998,76.7869,2.5998,0.1292,357.8557,173.826,11.1275,84.525,0.211,13.6858,342.99,0.1997,173.824,551.12,85.2525,57.525,9.1091,0.1317,20.3377,4.5625,570.95,286.155,0.188,0.1317,4.886,66.2256,540,44.496
81.975,492.47,85.4025,14.9882,0.1251,86.875,57.6,15.7354,44.43,277.95,530.94,47.2901,709.84,12.347,72.2896,709.84,342.99,521.3,82.2825,361.4,0.1299,599.82,83.4825,25.055,77.7376,33.27,4.56,9.598,9.9907,599.82,19.4651,4.3094,2.5998,76.7871,2.5998,0.1292,357.4768,173.097,11.1276,84.5775,0.2109,13.6898,342.99,0.1998,173.11,551.12,85.215,57.5625,9.1091,0.1318,20.3376,4.56,570.7,286.2225,0.188,0.1318,4.882,66.2265,540,44.43
81.9525,492.53,85.3725,14.9974,0.1251,86.775,57.525,15.7357,44.412,278,530.97,47.323,709.84,12.348,72.2899,709.84,342.96,521.36,82.275,361.45,0.13,599.82,83.4525,25.0165,77.7714,33.27,4.56,9.6,9.9909,599.82,19.4659,4.0531,2.5996,76.7881,2.5996,0.1292,357.3046,173.691,11.1277,84.5925,0.211,13.6938,342.96,0.1998,173.684,551.2,85.17,57.5625,9.1096,0.1318,20.3376,4.56,570.75,286.515,0.1879,0.1318,4.879,66.2262,540,44.412
81.9225,492.56,85.3875,14.9983,0.1251,86.35,57.525,15.7329,44.388,278,531,47.3557,709.84,12.348,72.2901,709.84,342.96,521.39,82.2525,361.45,0.13,599.82,83.43,24.978,77.8557,33.275,4.5575,9.601,9.991,599.82,19.4666,4.5141,2.5996,76.7886,2.5996,0.1293,357.5113,173.799,11.1285,84.6,0.211,13.6978,342.96,0.1998,173.796,551.2,85.185,57.525,9.1096,0.1318,20.3375,4.5575,570.95,286.65,0.1879,0.1318,4.873,66.2264,540,44.388
81.9375,492.59,85.3425,14.9991,0.1251,86.725,57.525,15.7322,44.358,278.05,531,47.3921,709.84,12.348,72.2904,709.84,342.96,521.42,82.2675,361.5,0.13,599.94,83.43,24.9615,77.8395,33.27,4.5575,9.603,9.9912,599.94,19.4659,4.5141,2.5996,76.7891,2.5996,0.1293,357.1324,173.7855,11.1288,84.6375,0.2111,13.7018,342.96,0.1998,173.782,551.24,85.1925,57.5625,9.1096,0.1318,20.3374,4.5575,570.4,286.3575,0.1879,0.1318,4.869,66.2265,540,44.358
81.9525,492.65,85.305,14.9913,0.1251,86.45,57.6375,15.7314,44.34,278.05,531.03,47.4247,709.84,12.35,72.2906,709.84,342.96,521.48,82.245,361.55,0.13,599.94,83.4375,24.9395,77.8733,33.27,4.5575,9.604,9.9914,599.94,19.4661,4.8234,2.5996,76.7896,2.5996,0.1293,357.959,173.718,11.1284,84.6525,0.2111,13.7058,342.96,0.1999,173.712,551.24,85.14,57.6,9.1091,0.1318,20.3373,4.5575,570.7,286.4925,0.1879,0.1318,4.867,66.2267,540,44.34
82.005,492.68,85.335,14.9919,0.1252,86.05,57.6,15.7337,44.334,278.1,531.09,47.4534,709.92,12.35,72.2902,709.92,342.96,521.51,82.2225,361.6,0.13,599.94,83.4675,24.923,77.907,33.27,4.5575,9.605,9.9915,599.94,19.4664,4.5422,2.5996,76.7901,2.5996,0.1293,357.3391,173.529,11.1285,84.6375,0.211,13.7098,342.96,0.1999,173.53,551.28,85.1025,57.525,9.1096,0.1319,20.3373,4.5575,570.75,286.4925,0.1879,0.1318,4.868,66.2269,540,44.334
81.9825,492.71,85.3725,14.9924,0.1252,86.05,57.525,15.7339,44.346,278.15,531.12,47.4857,709.92,12.35,72.2904,709.92,342.96,521.54,82.23,361.65,0.13,599.94,83.4525,24.912,77.9408,33.27,4.5575,9.606,9.9917,599.94,19.4666,4.7578,2.5996,76.7906,2.5996,0.1293,357.1324,173.907,11.1286,84.615,0.2111,13.7138,342.96,0.1999,173.908,551.32,85.095,57.6,9.1096,0.1319,20.3372,4.5575,570.55,286.8525,0.1879,0.1318,4.868,66.227,540,44.346
81.975,492.74,85.3725,14.993,0.1252,86.325,57.5625,15.7342,44.346,278.15,531.15,47.5178,709.92,12.349,72.2905,709.92,342.96,521.6,82.2825,361.65,0.13,599.94,83.4075,24.912,77.9745,33.27,4.5575,9.606,9.9919,599.94,19.4669,4.2172,2.5996,76.7912,2.5996,0.1293,357.7523,173.988,11.1287,84.66,0.2111,13.7178,342.96,0.1999,173.992,551.36,85.095,57.6,9.1096,0.1319,20.3371,4.5575,570.4,286.2675,0.188,0.1318,4.869,66.2272,540,44.346
82.0125,492.8,85.32,15.0021,0.1252,86.625,57.5625,15.7344,44.334,278.2,531.18,47.5498,709.92,12.35,72.2906,709.92,342.96,521.63,82.2975,361.7,0.13,599.94,83.4,24.9175,78.0083,33.27,4.5575,9.607,9.992,599.94,19.4671,4.2172,2.6,76.7902,2.6,0.1293,357.649,173.88,11.1287,84.6825,0.2111,13.7218,342.96,0.1999,173.88,551.4,85.0425,57.6,9.1096,0.1319,20.337,4.5575,570.2,286.695,0.1881,0.1318,4.872,66.2274,540,44.334
81.9975,492.83,85.3425,15.003,0.1252,86.775,57.6,15.7347,44.328,278.2,531.24,47.5779,709.92,12.35,72.2907,709.92,342.96,521.69,82.26,361.75,0.1301,599.94,83.46,24.912,78.042,33.27,4.5575,9.607,9.9922,599.94,19.4674,4.125,2.6,76.7902,2.6,0.1293,357.2357,173.7585,11.1296,84.6375,0.2111,13.7258,342.96,0.1999,173.754,551.44,85.0575,57.5625,9.1102,0.1319,20.337,4.5575,570.35,286.8975,0.1881,0.1318,4.878,66.2275,540,44.328
81.9675,492.86,85.32,15.0038,0.1252,86.875,57.6,15.7349,44.328,278.25,531.27,47.6096,709.92,12.35,72.2908,709.92,342.96,521.72,82.305,361.75,0.1301,599.94,83.415,24.912,78.0758,33.27,4.5575,9.607,9.9924,599.94,19.4676,3.925,2.6,76.7902,2.6,0.1293,357.0291,174.069,11.1291,84.5925,0.2111,13.7298,342.96,0.1999,174.062,551.48,85.0875,57.525,9.1102,0.1319,20.3369,4.5575,571,286.2675,0.1882,0.1318,4.883,66.2277,540,44.328
81.9675,492.92,85.305,15.0046,0.1252,86.05,57.6,15.7352,44.316,278.25,531.33,47.6373,709.92,12.352,72.291,709.92,342.96,521.75,82.3125,361.8,0.1301,599.94,83.3775,24.8955,78.1095,33.27,4.5575,9.608,9.9925,599.94,19.4679,4.2125,2.6,76.7902,2.6,0.1293,357.098,173.7855,11.1292,84.585,0.2111,13.7338,342.96,0.1999,173.782,551.52,85.14,57.525,9.1102,0.1319,20.3368,4.5575,570.3,286.4925,0.1883,0.1318,4.888,66.2279,540,44.316
81.93,492.95,85.32,14.9969,0.1252,86.05,57.525,15.7354,44.31,278.3,531.36,47.6686,709.92,12.353,72.2911,709.92,342.96,521.81,82.335,361.85,0.1301,599.88,83.4375,24.89,78.1433,33.27,4.5575,9.608,9.9927,599.88,19.4689,4.4859,2.6,76.7902,2.6,0.1293,357.6146,174.0555,11.1293,84.5775,0.2112,13.7378,342.96,0.1999,174.048,551.56,85.0875,57.6,9.1096,0.1319,20.3367,4.5575,570.1,286.56,0.1884,0.1318,4.895,66.228,540,44.31
81.8925,492.98,85.365,14.9974,0.1252,86.475,57.525,15.7357,44.328,278.3,531.54,47.7155,709.92,12.353,72.2912,709.92,342.96,521.84,82.335,361.85,0.1301,599.88,83.4075,24.879,78.177,33.27,4.5575,9.608,9.9929,599.88,19.4694,4.1453,2.6,76.7902,2.6,0.1293,357.3391,173.286,11.1294,84.54,0.2111,13.7525,342.96,0.1999,173.292,551.6,85.11,57.5625,9.1096,0.1319,20.3366,4.5575,570.9,286.4475,0.1884,0.1318,4.9,66.2282,540,44.292
81.9,493.01,85.3875,14.998,0.1252,86.15,57.6,15.7329,44.328,278.3,531.54,47.7155,709.92,12.353,72.2913,709.92,342.96,521.87,82.3125,361.9,0.1301,599.94,83.3775,24.868,78.2108,33.27,4.555,9.609,9.993,599.94,19.4691,4.5953,2.6,76.7902,2.6,0.1294,357.0291,173.61,11.1302,84.5175,0.2111,13.7571,342.96,0.1999,173.614,551.72,85.0725,57.525,9.1096,0.1319,20.3366,4.555,570.6,286.9425,0.1885,0.1318,4.906,66.2284,540,44.328
81.945,493.07,85.365,15.0071,0.1252,86.175,57.6,15.7322,44.364,278.35,531.66,47.7346,709.92,12.352,72.2915,709.92,342.96,521.93,82.26,361.9,0.1301,599.94,83.3775,24.8735,78.2445,33.27,4.5575,9.608,9.9932,599.94,19.4694,4.0187,2.6,76.7902,2.6,0.1293,357.5113,172.719,11.1305,84.555,0.211,13.7618,342.96,0.1999,172.718,551.8,85.05,57.6,9.1096,0.1319,20.3365,4.5575,570.7,286.8975,0.1885,0.1318,4.91,66.2285,540,44.364
81.99,493.1,85.335,15.008,0.125,86.025,57.6,15.7314,45.264,278.4,532.05,47.7525,710,12.352,72.291,710,342.99,521.96,82.2675,361.95,0.1299,600.12,83.3775,24.89,78.2783,33.27,4.56,9.608,9.9926,600.12,19.4674,4.0187,2.6002,76.7894,2.6002,0.1292,357.1669,173.4345,11.1309,84.585,0.2106,13.7665,342.99,0.1993,173.432,551.92,85.02,57.525,9.1102,0.1318,20.3364,4.56,570.65,286.3575,0.1882,0.1318,4.913,66.2287,540,44.862
82.0125,493.13,85.305,15.0088,0.1248,86.175,57.5625,15.7337,45.264,278.4,532.05,47.7525,710.08,12.352,72.2903,710.08,343.02,522.02,82.2375,362,0.1297,600.24,83.3625,25.044,78.312,33.27,4.5675,9.6,9.9925,600.24,19.4654,4.7625,2.6006,76.7877,2.6006,0.129,357.0291,173.2185,11.1274,84.63,0.2101,13.7711,343.02,0.199,173.208,552.08,85.065,57.6,9.1113,0.1316,20.3363,4.5675,570.2,286.9425,0.1879,0.1315,4.898,66.2281,540,45.264
81.9675,493.19,85.3125,15.0096,0.1246,86.65,57.5625,15.7339,45.948,278.45,532.5,47.7594,710.24,12.354,72.289,710.24,343.05,522.05,82.29,362.05,0.1295,600.42,83.3625,25.242,78.3458,33.27,4.5725,9.592,9.9917,600.42,19.4621,4.7625,2.601,76.7854,2.601,0.1288,357.9934,173.502,11.1265,84.6525,0.2098,13.7758,343.05,0.1986,173.502,552.32,85.0725,57.6,9.1124,0.1314,20.3363,4.5725,570.35,286.155,0.1879,0.1314,4.894,66.228,540,45.636
81.99,493.22,85.2825,15.0019,0.1244,86.4,57.6,15.7342,45.948,278.5,532.5,47.7594,710.32,12.354,72.288,710.32,343.11,522.11,82.3425,362.1,0.1294,600.54,83.355,25.451,78.3796,33.27,4.5775,9.582,9.9914,600.54,19.4589,4.4812,2.6008,76.7849,2.6008,0.1286,357.649,173.8395,11.1256,84.6375,0.2095,13.7805,343.11,0.1983,173.838,552.56,85.0575,57.5625,9.1124,0.1312,20.3362,4.5775,570.05,286.4925,0.188,0.1311,4.907,66.2272,540,45.948
81.96,493.28,85.335,15.0024,0.1243,86.7,57.6,15.7344,46.176,278.55,532.71,47.7634,710.4,12.354,72.2868,710.4,343.14,522.14,82.38,362.15,0.1292,600.6,83.4,25.6435,78.4133,33.27,4.5825,9.572,9.9903,600.6,19.4559,3.8719,2.6012,76.7824,2.6012,0.1284,357.0636,174.2445,11.1277,84.6075,0.2094,13.7851,343.14,0.198,174.244,552.8,85.0575,57.6,9.1135,0.131,20.3361,4.5825,570.7,286.8975,0.1883,0.131,4.934,66.2269,540,46.176
81.945,493.31,85.3425,15.003,0.1242,86.775,57.525,15.7347,46.29,278.55,532.92,47.7665,710.32,12.354,72.2868,710.32,343.14,522.2,82.3875,362.2,0.1292,600.48,83.3775,25.8085,78.4471,33.27,4.585,9.563,9.9897,600.48,19.4549,4.6656,2.6014,76.7802,2.6014,0.1283,357.6835,174.258,11.1278,84.6525,0.2092,13.7898,343.14,0.1979,174.258,553.04,85.1025,57.5625,9.1135,0.1309,20.336,4.585,570.7,286.4025,0.1887,0.1309,4.969,66.2265,540,46.29
81.915,493.34,85.32,15.0035,0.1241,86.875,57.6,15.7349,46.326,278.6,533.34,47.7703,710.32,12.353,72.2858,710.32,343.17,522.23,82.4025,362.25,0.1291,600.36,83.3475,25.924,78.5314,33.275,4.59,9.555,9.9891,600.36,19.4544,4.6656,2.601,76.7786,2.601,0.1283,357.8901,174.096,11.1278,84.6225,0.2091,13.7945,343.17,0.1979,174.104,553.24,85.0725,57.6375,9.1129,0.1308,20.336,4.5875,570.1,286.74,0.1891,0.1308,5.008,66.2249,540,46.338
81.885,493.4,85.2675,15.0041,0.124,86.15,57.5625,15.7352,46.326,278.65,533.34,47.7703,710.32,12.353,72.2858,710.32,343.17,522.29,82.395,362.3,0.1291,600.36,83.4,26.0065,78.5658,33.275,4.59,9.549,9.9885,600.36,19.4529,4.1484,2.601,76.7786,2.601,0.1282,357.4424,173.718,11.1279,84.5925,0.2091,13.7991,343.17,0.1979,173.712,553.44,85.0725,57.525,9.1135,0.1308,20.3359,4.59,569.95,286.065,0.1895,0.1307,5.046,66.2249,540,46.326
81.93,493.46,85.2675,15.0046,0.124,86.35,57.6,15.7354,46.248,278.65,533.76,47.7705,710.4,12.353,72.2847,710.4,343.17,522.35,82.3725,362.35,0.1291,600.18,83.445,26.0505,78.6508,33.28,4.59,9.545,9.9887,600.18,19.4536,4.7922,2.6012,76.7766,2.6012,0.1282,356.9947,173.2185,11.128,84.615,0.209,13.8038,343.17,0.1979,173.222,553.68,85.0575,57.5625,9.1135,0.1308,20.3358,4.59,570.1,286.11,0.1899,0.1307,5.08,66.2243,540,46.29
81.9375,493.49,85.2975,15.0057,0.124,86.9,57.5625,15.7357,46.17,278.7,533.88,47.7807,710.4,12.353,72.2841,710.32,343.17,522.38,82.3875,362.35,0.1291,600.18,83.4675,26.0615,78.7714,33.285,4.59,9.541,9.988,600.12,19.4529,3.8687,2.6006,76.7766,2.6006,0.1282,357.8212,173.3265,11.1281,84.5775,0.2091,13.8131,343.17,0.1979,173.334,553.92,85.1025,57.6,9.1129,0.1308,20.3357,4.59,570.7,286.9425,0.1901,0.1307,5.108,66.2239,540,46.248
81.9375,493.55,85.245,15.0057,0.124,86.725,57.6,15.7329,46.17,278.7,533.88,47.7807,710.32,12.353,72.2841,710.32,343.17,522.44,82.425,362.4,0.1292,600.12,83.5125,26.0615,78.7714,33.285,4.59,9.539,9.988,600.12,19.4529,3.8687,2.6006,76.7766,2.6006,0.1282,357.8557,174.069,11.1282,84.555,0.2093,13.8131,343.17,0.198,174.076,554.12,85.1325,57.6,9.1124,0.1308,20.3357,4.59,570.25,286.11,0.1904,0.1307,5.13,66.2239,540,46.17
81.96,493.58,85.2,15.0063,0.1241,86.575,57.6,15.7322,45.78,278.75,534.03,47.811,710.16,12.353,72.2848,710.16,343.17,522.5,82.4625,362.45,0.1292,600.06,83.505,26.045,78.8577,33.29,4.5875,9.538,9.9877,600.06,19.4531,4.0969,2.6006,76.7759,2.6006,0.1283,357.1324,174.2445,11.1282,84.6,0.2095,13.8178,343.17,0.1982,174.244,554.24,85.1475,57.6,9.1118,0.1308,20.3356,4.5875,570.5,286.155,0.1907,0.1308,5.148,66.2235,540,46.002
81.93,493.64,85.1925,15.0069,0.1242,86.8,57.6,15.7314,45.78,278.75,534.03,47.811,710.16,12.354,72.2846,710.16,343.14,522.56,82.425,362.45,0.1293,600,83.505,25.9955,78.8939,33.29,4.585,9.539,9.9881,600,19.4536,4.4828,2.6004,76.7759,2.6004,0.1283,357.6835,173.7585,11.1283,84.5625,0.2097,13.8225,343.14,0.1984,173.754,554.32,85.185,57.5625,9.1118,0.1309,20.3355,4.585,570.45,286.695,0.1909,0.1309,5.166,66.2232,540,45.78
81.9,493.7,85.1775,15.0074,0.1243,86.725,57.525,15.7337,45.546,278.8,534.09,47.8276,710.08,12.354,72.285,710.08,343.14,522.62,82.38,362.5,0.1295,599.94,83.52,25.9075,78.9808,33.295,4.5825,9.541,9.988,599.94,19.4544,4.4828,2.6002,76.7762,2.6002,0.1284,357.4424,173.3805,11.1284,84.6,0.2098,13.8378,343.14,0.1986,173.376,554.4,85.2225,57.5625,9.1113,0.131,20.3354,4.5825,570.65,286.56,0.1912,0.131,5.182,66.2236,540,45.546
81.9,493.73,85.2,15.0085,0.1244,86.975,57.5625,15.7342,45.036,278.8,534.06,47.8791,710,12.354,72.2854,710,343.08,522.65,82.365,362.55,0.1296,599.82,83.4675,25.7975,79.1058,33.3,4.575,9.545,9.9886,599.7,19.4584,4.3406,2.5996,76.7782,2.6,0.1286,357.7868,174.0825,11.1285,84.6,0.2102,13.8485,343.11,0.1989,174.09,554.44,85.215,57.6,9.1108,0.1311,20.3353,4.58,570.85,286.11,0.1913,0.1311,5.191,66.2235,540,45.318
81.9225,493.79,85.185,15.0085,0.1245,86.05,57.5625,15.7342,45.036,278.85,534.06,47.8791,710,12.354,72.2854,710,343.08,522.71,82.32,362.6,0.1297,599.7,83.4675,25.671,79.1058,33.3,4.575,9.549,9.9886,599.7,19.4584,4.8344,2.5996,76.7782,2.5996,0.1287,357.4768,173.8125,11.1285,84.57,0.2104,13.8485,343.08,0.1991,173.81,554.44,85.2225,57.6,9.1102,0.1312,20.3353,4.575,570,286.02,0.1915,0.1312,5.193,66.2235,540,45.036
81.9525,493.85,85.185,15.0091,0.1247,86.45,57.5625,15.7344,44.502,278.9,533.97,47.9385,709.92,12.354,72.2861,709.92,343.05,522.77,82.365,362.6,0.1299,599.64,83.4825,25.5335,79.1939,33.305,4.57,9.556,9.9888,599.64,19.4604,4.3531,2.5994,76.7794,2.5994,0.1288,356.9602,173.2995,11.1286,84.5925,0.2106,13.8538,343.05,0.1994,173.306,554.4,85.17,57.5625,9.1096,0.1314,20.3352,4.57,570.6,286.92,0.1916,0.1314,5.193,66.2241,540,44.754
81.945,493.88,85.185,15.0102,0.1248,86.675,57.525,15.7347,44.268,278.9,533.85,47.9779,710,12.354,72.2862,709.92,342.99,522.83,82.3425,362.65,0.13,599.7,83.4375,25.3795,79.3208,33.31,4.5625,9.563,9.9899,599.58,19.4639,4.3531,2.5988,76.7834,2.5992,0.129,357.098,173.367,11.1287,84.615,0.2109,13.8645,343.02,0.1997,173.362,554.4,85.155,57.5625,9.1091,0.1315,20.3351,4.5675,570.25,286.11,0.1916,0.1315,5.188,66.2245,540,44.502
81.945,493.94,85.155,15.0107,0.125,86.775,57.5625,15.7349,44.01,278.95,533.73,48.0178,709.92,12.354,72.2869,709.84,342.99,522.86,82.38,362.75,0.1301,599.58,83.4225,25.22,79.3595,33.31,4.5575,9.57,9.9899,599.58,19.4639,4.7969,2.5986,76.7857,2.5988,0.1292,357.2013,173.9745,11.1288,84.5925,0.2112,13.8645,342.99,0.1999,173.978,554.32,85.1775,57.6,9.1086,0.1317,20.335,4.5625,570,286.0425,0.1915,0.1317,5.175,66.2254,540,44.268
81.9375,494,85.1925,15.0113,0.1251,86.9,57.525,15.7354,43.764,279,533.61,48.0582,709.76,12.354,72.2878,709.76,342.93,522.92,82.4025,362.8,0.1303,599.58,83.4675,24.9395,79.3983,33.31,4.555,9.578,9.9907,599.58,19.4671,4.2828,2.5988,76.7867,2.5988,0.1293,357.1324,173.6775,11.1289,84.585,0.2114,13.8751,342.93,0.2002,173.67,554.2,85.17,57.6,9.108,0.1318,20.3349,4.5575,570.15,286.425,0.1914,0.1318,5.158,66.2258,540,43.764
81.9375,494.03,85.1925,15.0118,0.1253,86.1,57.6,15.7357,43.764,279.05,533.61,48.084,709.76,12.354,72.2882,709.76,342.93,522.98,82.4025,362.85,0.1304,599.58,83.4675,24.9395,79.437,33.31,4.555,9.586,9.9911,599.58,19.4689,4.2828,2.5988,76.7882,2.5988,0.1294,357.0291,173.6775,11.129,84.585,0.2117,13.8805,342.93,0.2004,173.67,554.08,85.17,57.5625,9.108,0.132,20.3348,4.555,570.5,286.785,0.1912,0.1319,5.139,66.2262,540,43.764
81.9375,494.03,85.1925,15.0118,0.1253,86.1,57.6,15.7357,43.764,279.05,533.61,48.084,709.76,12.354,72.2882,709.76,342.93,522.98,82.4025,362.85,0.1304,599.58,83.4675,24.9395,79.437,33.31,4.555,9.586,9.9911,599.58,19.4689,4.2828,2.5988,76.7882,2.5988,0.1294,357.0291,173.6775,11.129,84.585,0.2117,13.8805,342.93,0.2004,173.67,554.08,85.17,57.5625,9.108,0.132,20.3348,4.555,570.5,286.785,0.1912,0.1319,5.139,66.2262,540,43.764
81.9375,494.03,85.1925,15.013,0.1253,86.1,57.6,15.7362,43.764,279.05,533.61,48.1356,709.76,12.354,72.2889,709.76,342.93,522.98,82.4025,362.85,0.1304,599.58,83.4675,24.9395,79.5145,33.31,4.555,9.586,9.992,599.58,19.4724,4.2828,2.5988,76.7912,2.5988,0.1294,357.0291,173.6775,11.1292,84.585,0.2117,13.8911,342.93,0.2004,173.67,554.08,85.17,57.5625,9.108,0.132,20.3347,4.555,570.5,286.785,0.1912,0.1319,5.139,66.2271,540,43.764
