AR1410B.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1113.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1127.MV,FIC_1127.PV,FI_1127.PV,FRC1102.MV,FRC1107.MV,FRC1113.MV,FRC1113.PV,FRC1424.PV,FRCA1110.MV,FRCA1112.MV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,LRCA1101.MV,LRCA1101.PV,PDI_1109.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1138A.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1132.PV,TI1133.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1101.SV,TIC_1155.MV,TI_1142.PV,TI_1145.PV,TRC1118A.MV
86.2,57.5625,4.0656,57.525,287.0325,357.9245,571.85,2.5994,4.5775,173.2185,343.11,72.2803,710.0,19.4486,599.7,599.7,9.9807,66.2197,76.7774,2.5994,4.5775,11.1277,15.7344,9.1096,173.208,343.11,710.0,72.2708,33.005,45.606,9.575,4.198,12.301,45.606,25.7095,14.9041,0.1784,0.1286,0.1311,0.1286,0.2095,0.1311,0.1984,0.1244,540.16,276.2,359.1,84.48,85.125,85.2825,82.41,83.415,81.9675,42.8905,520.29,520,20.3458,517.52,488.93,13.3705
86.025,57.6375,4.0656,57.525,287.1,357.7868,572.0,2.5996,4.575,173.475,343.08,72.2803,710.0,19.4491,599.76,599.76,9.9809,66.2199,76.7774,2.5996,4.575,11.1277,15.7347,9.1096,173.474,343.08,710.0,72.2714,33.005,45.39,9.58,4.183,12.301,45.39,25.583,14.9041,0.1782,0.1287,0.1313,0.1287,0.2098,0.1312,0.1986,0.1245,540.12,276.2,359.1,84.5175,85.1175,85.275,82.38,83.43,81.9375,42.9006,520.2,520,20.3458,517.52,488.93,13.3712
86.7,57.6,4.6703,57.6,287.415,358.5444,571.85,2.5994,4.5725,173.124,343.05,72.2809,709.92,19.4509,599.7,599.7,9.981,66.22,76.7786,2.5994,4.5725,11.1278,15.7349,9.1091,173.124,343.05,709.92,72.2214,33.0,45.162,9.586,4.164,12.301,45.162,25.4565,14.9041,0.178,0.1288,0.1314,0.1288,0.21,0.1314,0.1988,0.1247,540.0,276.2,359.1,84.5625,85.095,85.2675,82.3275,83.4375,81.975,42.9111,520.11,520,20.3457,517.52,488.96,13.3718
86.75,57.6,4.1516,57.5625,286.5375,357.7868,571.6,2.5994,4.57,173.286,343.05,72.281,709.92,19.4514,599.76,599.76,9.9812,66.2202,76.7794,2.5994,4.57,11.1279,15.7352,9.1091,173.292,343.05,709.92,72.2214,33.0,45.282,9.593,4.141,12.301,45.282,25.33,14.9041,0.1776,0.1288,0.1314,0.1289,0.2098,0.1314,0.1987,0.1247,539.92,276.2,359.1,84.5475,85.0875,85.2825,82.305,83.46,81.96,42.9182,520.05,520,20.3456,517.52,488.96,13.3725
86.3,57.525,4.1516,57.5625,287.1,358.1312,571.55,2.5994,4.57,173.7315,343.05,72.2812,709.92,19.4524,599.76,599.76,9.9814,66.2204,76.7801,2.5994,4.57,11.128,15.7354,9.1091,173.74,343.05,709.92,72.2214,33.0,45.354,9.595,4.104,12.301,45.354,25.308,14.9041,0.1772,0.1288,0.1314,0.1288,0.2098,0.1314,0.1986,0.1247,539.84,276.2,359.1,84.5475,85.0725,85.335,82.305,83.4975,81.915,42.9292,519.96,520,20.3455,517.52,488.96,13.3732
86.5,57.6,4.3812,57.5625,287.0325,358.3378,571.65,2.5994,4.5725,173.8125,343.05,72.2813,709.92,19.4511,599.94,599.94,9.9815,66.2206,76.7809,2.5994,4.5725,11.1281,15.7357,9.1096,173.81,343.05,709.92,72.2214,33.0,45.342,9.596,4.073,12.302,45.342,25.319,14.9041,0.1771,0.1287,0.1314,0.1288,0.2099,0.1314,0.1987,0.1247,539.76,276.2,359.15,84.585,85.065,85.3725,82.2975,83.475,81.9075,42.9407,519.87,520,20.3455,517.52,488.96,13.3738
86.75,57.525,4.1937,57.6,286.6275,358.1656,572.0,2.5994,4.57,173.826,343.05,72.2814,709.92,19.4521,599.88,599.88,9.9817,66.2207,76.7816,2.5994,4.57,11.1281,15.7329,9.1096,173.824,343.05,709.92,72.1707,32.995,45.27,9.598,4.068,12.302,45.27,25.33,14.9041,0.1773,0.1288,0.1314,0.1289,0.21,0.1314,0.1987,0.1247,539.68,276.2,359.15,84.6,85.11,85.3875,82.29,83.505,81.8925,42.9525,519.78,520,20.3454,517.52,488.96,13.3745
86.825,57.5625,4.0844,57.6,287.4825,358.6133,571.15,2.5998,4.57,173.502,343.05,72.2822,709.84,19.4534,599.82,599.82,9.9819,66.2209,76.7809,2.5998,4.57,11.1282,15.7322,9.1096,173.502,343.05,709.84,72.1701,32.995,45.168,9.6,4.084,12.302,45.168,25.308,14.9041,0.1776,0.1288,0.1315,0.1289,0.21,0.1314,0.1988,0.1247,539.56,276.25,359.15,84.6075,85.0875,85.4325,82.3275,83.5275,81.945,42.9609,519.72,520,20.3453,517.52,488.93,13.3752
86.925,57.5625,4.3891,57.525,286.9425,357.7179,571.95,2.5998,4.5675,173.232,343.02,72.2824,709.84,19.4541,599.82,599.82,9.982,66.2211,76.7811,2.5998,4.5675,11.1283,15.7314,9.1096,173.236,343.02,709.84,72.1695,32.995,45.09,9.603,4.102,12.302,45.09,25.264,14.9041,0.1778,0.1289,0.1315,0.129,0.2101,0.1315,0.1989,0.1248,539.52,276.25,359.15,84.615,85.0425,85.425,82.3575,83.4975,81.9075,42.9695,519.66,520,20.3452,517.52,488.93,13.3758
86.675,57.6,4.5,57.5625,286.92,358.5789,571.8,2.5998,4.57,173.475,343.05,72.2827,709.84,19.4541,599.88,599.88,9.9822,66.2212,76.7814,2.5998,4.57,11.1284,15.7337,9.1096,173.474,343.05,709.84,72.1689,32.995,45.336,9.605,4.109,12.302,45.336,25.2145,14.9041,0.1775,0.1288,0.1315,0.1289,0.2098,0.1314,0.1987,0.1248,539.44,276.25,359.15,84.63,84.9975,85.365,82.395,83.475,81.8625,42.9747,519.63,520,20.3451,517.52,488.93,13.3765
86.825,57.525,4.6234,57.525,287.325,358.6133,571.25,2.6,4.57,173.961,343.05,72.2823,709.92,19.4539,599.94,599.94,9.9824,66.2214,76.7809,2.6,4.57,11.1284,15.7339,9.1102,173.964,343.05,709.92,72.1176,32.99,45.498,9.604,4.093,12.302,45.498,25.264,14.9041,0.1772,0.1288,0.1314,0.1288,0.2098,0.1314,0.1985,0.1247,539.44,276.25,359.15,84.6675,85.0275,85.3575,82.4175,83.5125,81.885,42.9799,519.6,520,20.3451,517.49,488.93,13.3772
86.275,57.6,4.7125,57.6,286.5825,358.0279,571.75,2.6,4.5725,173.6235,343.05,72.2824,709.92,19.4534,600.0,600.0,9.9825,66.2216,76.7809,2.6,4.5725,11.1285,15.7342,9.1102,173.628,343.05,709.92,72.1163,32.99,45.528,9.602,4.077,12.302,45.528,25.3355,14.9041,0.1773,0.1287,0.1314,0.1288,0.2097,0.1314,0.1985,0.1246,539.4,276.25,359.15,84.6225,85.0125,85.3425,82.3725,83.5275,81.87,42.9815,519.6,520,20.345,517.49,488.93,13.3778
86.475,57.6,4.6766,57.6,287.1225,358.0279,571.7,2.6,4.5725,174.177,343.05,72.2825,709.92,19.4534,600.0,600.0,9.9827,66.221,76.7809,2.6,4.5725,11.1286,15.7344,9.1108,174.174,343.05,709.92,72.1151,32.99,45.528,9.601,4.085,12.303,45.528,25.385,14.9041,0.1776,0.1287,0.1313,0.1288,0.2098,0.1313,0.1985,0.1246,539.4,276.25,359.15,84.615,85.065,85.3425,82.365,83.565,81.84,42.9869,519.57,520,20.3449,517.49,488.93,13.3785
86.275,57.525,4.475,57.6,287.415,358.0279,572.05,2.6,4.5725,173.9745,343.05,72.2826,709.92,19.4541,599.94,599.94,9.9829,66.2216,76.7809,2.6,4.5725,11.1287,15.7347,9.1102,173.978,343.05,709.92,72.1138,32.99,45.402,9.6,4.107,12.303,45.402,25.4015,14.9127,0.1779,0.1288,0.1314,0.1288,0.2098,0.1314,0.1986,0.1247,539.36,276.25,359.2,84.6675,85.0425,85.32,82.4025,83.5575,81.855,42.9924,519.54,520,20.3448,517.49,488.93,13.3792
86.45,57.525,4.3625,57.5625,286.8075,358.0623,571.55,2.5998,4.57,173.9205,343.05,72.2834,709.84,19.4551,599.88,599.88,9.983,66.2218,76.7816,2.5998,4.57,11.1288,15.7349,9.1102,173.922,343.05,709.84,72.1126,32.99,45.228,9.602,4.133,12.303,45.228,25.374,14.913,0.1782,0.1289,0.1314,0.1289,0.2101,0.1314,0.1988,0.1247,539.32,276.25,359.2,84.69,85.02,85.365,82.425,83.535,81.8775,43.0624,519.48,535,20.3448,517.49,488.93,13.3798
86.35,57.5625,4.4172,57.5625,287.235,358.4756,571.7,2.5996,4.5675,173.6775,343.02,72.2836,709.84,19.4564,599.82,599.82,9.9832,66.222,76.7826,2.5996,4.5675,11.1288,15.7352,9.1096,173.67,343.02,709.84,72.1113,32.99,45.03,9.605,4.149,12.303,45.03,25.297,14.9133,0.1783,0.129,0.1315,0.129,0.2102,0.1315,0.199,0.1248,539.24,276.25,359.2,84.645,84.9975,85.32,82.4025,83.55,81.9,43.1326,519.42,535,20.3447,517.49,488.93,13.3805
86.35,57.5625,4.1594,57.6,287.505,357.9934,571.7,2.5994,4.565,173.8125,343.02,72.2845,709.76,19.4579,599.76,599.76,9.9834,66.2221,76.7839,2.5994,4.565,11.1289,15.7354,9.1091,173.824,343.02,709.76,72.1101,32.99,44.904,9.609,4.149,12.305,44.904,25.187,14.9049,0.1782,0.129,0.1316,0.1291,0.2103,0.1316,0.1991,0.1249,539.2,276.25,359.2,84.615,84.9825,85.2975,82.425,83.565,81.9075,43.2031,519.36,535,20.3446,517.49,488.93,13.3812
86.275,57.6,4.1469,57.5625,287.4375,358.2,571.65,2.5994,4.5625,173.2995,342.99,72.2849,709.76,19.4574,599.88,599.88,9.9843,66.2223,76.7846,2.5994,4.5625,11.129,15.7357,9.1086,173.292,342.99,709.76,72.1088,32.99,44.772,9.613,4.131,12.305,44.772,25.0935,14.9049,0.1779,0.1291,0.1317,0.1292,0.2104,0.1317,0.1992,0.125,539.12,276.25,359.2,84.6225,84.96,85.3275,82.4025,83.535,81.9375,43.27,519.33,535,20.3445,517.49,488.93,13.3818
86.625,57.6,4.3625,57.5625,287.01,358.0279,572.0,2.5996,4.565,173.6505,343.02,72.2853,709.76,19.4556,600.06,600.06,9.9839,66.2225,76.7846,2.5996,4.565,11.1291,15.7329,9.1091,173.656,343.02,709.76,72.057,32.985,45.294,9.618,4.106,12.305,45.294,25.0055,14.9049,0.1772,0.1289,0.1316,0.1291,0.2099,0.1316,0.1987,0.1249,539.08,276.25,359.2,84.6375,84.99,85.35,82.3575,83.5725,81.93,43.3296,519.36,535,20.3445,517.49,488.93,13.3825
86.525,57.5625,4.3109,57.6,287.01,357.9934,571.55,2.5998,4.57,173.691,343.05,72.2844,709.92,19.4539,600.18,600.18,9.9841,66.2226,76.7844,2.5998,4.57,11.1292,15.7322,9.1096,173.684,343.05,709.92,72.0551,32.985,45.654,9.613,4.06,12.303,45.654,25.132,14.9049,0.1767,0.1287,0.1314,0.1289,0.2096,0.1314,0.1984,0.1247,539.12,276.3,359.2,84.675,84.9975,85.2975,82.32,83.535,81.8925,43.3815,519.45,535,20.3444,517.49,488.93,13.3832
86.675,57.525,3.9937,57.5625,287.1,358.1312,571.25,2.6002,4.575,173.3265,343.08,72.2839,710.0,19.4516,600.3,600.3,9.9835,66.2221,76.7831,2.6002,4.575,11.1292,15.7314,9.1108,173.32,343.08,710.0,72.0532,32.985,45.984,9.606,4.037,12.303,45.984,25.308,14.9049,0.1769,0.1286,0.1313,0.1287,0.2092,0.1313,0.198,0.1245,539.24,276.3,359.2,84.6375,84.975,85.2675,82.365,83.5575,81.93,43.4218,519.63,535,20.3443,517.46,488.9,13.3838
86.6,57.5625,4.7828,57.6,287.3925,358.4411,571.25,2.6006,4.58,173.8125,343.11,72.282,710.24,19.4489,600.42,600.42,9.9834,66.222,76.7814,2.6006,4.58,11.1293,15.7337,9.1113,173.824,343.11,710.24,72.0007,32.98,46.314,9.599,4.066,12.303,46.314,25.4895,14.9049,0.1775,0.1285,0.1311,0.1285,0.209,0.131,0.1977,0.1244,539.4,276.3,359.2,84.6225,84.9975,85.2525,82.3575,83.505,81.9,43.4613,519.81,535,20.3442,517.46,488.9,13.3845
86.6,57.525,3.9984,57.6,287.4375,358.5444,571.8,2.6008,4.585,174.069,343.14,72.2823,710.16,19.4479,600.36,600.36,9.9826,66.2212,76.7799,2.6008,4.585,11.1294,15.7339,9.1124,174.062,343.14,710.16,72.0489,32.985,46.578,9.59,4.124,12.303,46.578,25.671,14.9049,0.1782,0.1284,0.1309,0.1284,0.2087,0.1309,0.1974,0.1242,539.6,276.3,359.2,84.6225,85.035,85.26,82.305,83.4675,81.885,43.4964,520.02,535,20.3442,517.46,488.9,13.3852
86.725,57.5625,4.5109,57.525,287.37,358.0967,571.65,2.601,4.59,173.4885,343.17,72.2814,710.24,19.4449,600.48,600.48,9.9823,66.2208,76.7781,2.601,4.59,11.1295,15.7342,9.1129,173.488,343.17,710.24,72.047,32.985,46.776,9.583,4.189,12.303,46.776,25.836,14.9049,0.1788,0.1283,0.1308,0.1283,0.2084,0.1308,0.1972,0.124,539.8,276.3,359.2,84.66,85.0575,85.26,82.335,83.4975,81.9375,43.5269,520.26,535,20.3441,517.46,488.9,13.3858
86.975,57.5625,4.5109,57.5625,286.6725,357.8212,571.85,2.6012,4.5925,173.853,343.2,72.281,710.24,19.4444,600.36,600.36,9.9819,66.2205,76.7761,2.6012,4.5925,11.1295,15.7344,9.1129,173.852,343.2,710.24,72.0957,32.99,46.95,9.575,4.246,12.303,46.95,25.968,14.9049,0.1792,0.1282,0.1307,0.1281,0.2083,0.1306,0.197,0.1239,540.08,276.3,359.2,84.6825,85.0875,85.305,82.3275,83.5425,81.93,43.5526,520.53,535,20.344,517.46,488.9,13.3865
86.625,57.6,4.7766,57.525,287.19,357.6835,571.8,2.601,4.595,173.016,343.2,72.28,710.32,19.4421,600.42,600.42,9.9816,66.2201,76.7754,2.601,4.595,11.1296,15.7347,9.1129,173.012,343.2,710.32,72.0945,32.99,47.058,9.568,4.289,12.303,47.058,26.0725,14.9049,0.1796,0.1282,0.1306,0.128,0.2081,0.1306,0.1969,0.1239,540.32,276.3,359.25,84.7125,85.125,85.275,82.2825,83.565,81.8925,43.5735,520.83,535,20.3439,517.49,488.9,13.3872
86.425,57.5625,4.1891,57.525,286.5825,358.2689,571.45,2.601,4.5975,173.5965,343.23,72.2795,710.32,19.4419,600.3,600.3,9.9813,66.2191,76.7741,2.601,4.5975,11.1297,15.7349,9.1129,173.586,343.23,710.32,72.1438,32.995,47.19,9.563,4.322,12.303,47.19,26.166,14.9049,0.1798,0.1281,0.1305,0.1279,0.208,0.1305,0.1968,0.1238,540.64,276.3,359.25,84.675,85.095,85.3125,82.2975,83.5875,81.8625,43.5969,521.1,535,20.3439,517.49,488.9,13.3878
86.55,57.5625,4.1891,57.525,287.1225,357.959,571.75,2.6012,4.6,173.1375,343.23,72.2784,710.4,19.4399,600.36,600.36,9.9802,66.2185,76.7721,2.6012,4.6,11.1298,15.7352,9.1135,173.138,343.23,710.4,72.1938,33.0,47.268,9.556,4.346,12.302,47.268,26.2485,14.9049,0.18,0.128,0.1304,0.1279,0.2078,0.1304,0.1967,0.1237,540.92,276.3,359.25,84.705,85.065,85.32,82.3125,83.5725,81.87,43.6155,521.4,535,20.3438,517.49,488.93,13.3885
86.6,57.6,4.8312,57.6,287.3025,358.51,571.05,2.6014,4.6,173.1375,343.26,72.2778,710.4,19.4384,600.36,600.36,9.9796,66.2179,76.7699,2.6014,4.6,11.1299,15.7354,9.114,173.138,343.26,710.4,72.2445,33.005,47.346,9.551,4.366,12.302,47.346,26.331,14.9049,0.1801,0.128,0.1304,0.1278,0.2078,0.1303,0.1966,0.1236,541.24,276.3,359.25,84.7275,85.0875,85.35,82.275,83.565,81.9,43.6366,521.67,535,20.3437,517.49,488.93,13.3892
86.9,57.5625,4.8312,57.5625,286.965,358.4411,571.55,2.601,4.6025,173.6235,343.26,72.2778,710.32,19.4369,600.36,600.36,9.979,66.2181,76.7696,2.601,4.6025,11.1299,15.7357,9.1129,173.614,343.26,710.32,72.2957,33.01,47.4,9.546,4.384,12.302,47.4,26.3915,14.9049,0.1803,0.128,0.1303,0.1277,0.2078,0.1303,0.1966,0.1236,541.52,276.3,359.25,84.765,85.0725,85.3725,82.29,83.6025,81.945,43.6604,521.91,535,20.3436,517.49,488.93,13.3898
86.75,57.525,4.6,57.5625,287.0775,358.5789,571.95,2.601,4.605,173.583,343.26,72.2773,710.32,19.4369,600.24,600.24,9.9784,66.2177,76.7684,2.601,4.605,11.13,15.7329,9.1129,173.586,343.26,710.32,72.3476,33.015,47.406,9.541,4.4,12.302,47.406,26.452,14.9049,0.1804,0.1279,0.1303,0.1277,0.2078,0.1302,0.1966,0.1235,541.8,276.3,359.25,84.735,85.05,85.395,82.29,83.5875,81.9,43.6833,522.15,535,20.3435,517.52,488.93,13.3905
86.775,57.6375,4.3906,57.5625,286.6725,358.2345,571.85,2.6006,4.605,173.8395,343.29,72.2768,710.32,19.4359,600.24,600.24,9.9786,66.2174,76.7686,2.6006,4.605,11.1301,15.7322,9.1129,173.838,343.29,710.32,72.4001,33.02,47.37,9.538,4.415,12.302,47.37,26.496,14.9049,0.1806,0.1279,0.1303,0.1277,0.2078,0.1302,0.1966,0.1235,542.0,276.3,359.25,84.6825,85.02,85.4325,82.3275,83.5425,81.9525,43.7126,522.33,535,20.3435,517.52,488.96,13.3912
86.325,57.6,4.7953,57.5625,287.3925,357.8557,571.6,2.6006,4.605,173.988,343.29,72.2763,710.32,19.4356,600.18,600.18,9.9783,66.2171,76.7679,2.6006,4.605,11.1302,15.7314,9.1129,173.992,343.29,710.32,72.4532,33.025,47.28,9.535,4.43,12.301,47.28,26.5125,14.9049,0.1807,0.1279,0.1303,0.1277,0.2079,0.1302,0.1967,0.1235,542.2,276.3,359.25,84.6975,85.0425,85.3725,82.3425,83.5125,81.96,43.745,522.48,535,20.3434,517.55,488.96,13.3918
86.5,57.5625,3.975,57.6,287.0775,358.4067,571.55,2.6004,4.6025,173.8935,343.26,72.2757,710.32,19.4356,600.12,600.12,9.9779,66.2167,76.7679,2.6004,4.6025,11.1265,15.7337,9.1124,173.894,343.26,710.32,72.507,33.03,47.142,9.534,4.442,12.301,47.142,26.5015,14.9049,0.1809,0.128,0.1303,0.1277,0.2081,0.1302,0.1968,0.1235,542.4,276.3,359.25,84.6825,85.035,85.38,82.2975,83.5125,81.9825,43.7768,522.63,535,20.3433,517.55,488.96,13.3925
86.525,57.5625,3.975,57.6,286.695,357.9245,570.9,2.6004,4.6025,173.88,343.26,72.2752,710.32,19.4359,600.06,600.06,9.9784,66.2164,76.7674,2.6004,4.6025,11.1253,15.7339,9.1124,173.88,343.26,710.32,72.5614,33.035,46.968,9.535,4.452,12.301,46.968,26.463,14.9049,0.1811,0.1281,0.1304,0.1278,0.2082,0.1303,0.197,0.1236,542.52,276.35,359.25,84.6975,85.065,85.4175,82.305,83.5125,81.9975,43.8118,522.75,535,20.3432,517.58,488.99,13.3932
86.9,57.5625,4.6094,57.5625,286.875,357.959,571.5,2.6002,4.6,173.5425,343.23,72.2754,710.24,19.4364,600.0,600.0,9.9783,66.2161,76.7676,2.6002,4.6,11.1242,15.7342,9.1118,173.53,343.23,710.24,72.6164,33.04,46.77,9.536,4.456,12.301,46.77,26.397,14.9049,0.1811,0.1281,0.1304,0.1279,0.2084,0.1304,0.1972,0.1237,542.64,276.35,359.3,84.675,85.0275,85.3875,82.305,83.5425,82.005,43.8463,522.87,535,20.3432,517.58,488.99,13.3938
86.85,57.6,4.6094,57.5625,286.7625,358.0967,571.0,2.6,4.5975,173.502,343.23,72.2756,710.16,19.4371,599.94,599.94,9.9782,66.2157,76.7681,2.6,4.5975,11.1267,15.7344,9.1113,173.502,343.23,710.16,72.672,33.045,46.572,9.539,4.455,12.301,46.572,26.3145,14.9049,0.1811,0.1282,0.1305,0.128,0.2086,0.1305,0.1974,0.1238,542.76,276.35,359.3,84.66,85.065,85.35,82.305,83.5425,81.99,43.884,522.96,535,20.3431,517.61,489.02,13.3945
86.9,57.6,4.3438,57.5625,286.65,358.51,571.3,2.5998,4.5925,173.583,343.2,72.2754,710.16,19.4389,599.82,599.82,9.9781,66.2161,76.7689,2.5998,4.5925,11.1268,15.7347,9.1108,173.586,343.2,710.16,72.7282,33.05,46.368,9.543,4.447,12.301,46.368,26.21,14.9049,0.1811,0.1283,0.1306,0.1281,0.2088,0.1306,0.1976,0.1239,542.88,276.35,359.3,84.66,85.0425,85.3425,82.3575,83.5275,82.035,43.9251,523.02,535,20.343,517.61,489.02,13.3952
86.0,57.6,4.2734,57.5625,286.875,358.0623,571.4,2.5996,4.59,173.7045,343.17,72.2757,710.08,19.4404,599.76,599.76,9.9788,66.2161,76.7699,2.5996,4.59,11.1306,15.7349,9.1108,173.698,343.17,710.08,72.7851,33.055,46.152,9.548,4.436,12.301,46.152,26.1,14.9049,0.181,0.1284,0.1308,0.1282,0.209,0.1307,0.1978,0.124,542.92,276.35,359.3,84.6675,85.02,85.32,82.3875,83.49,81.99,43.9698,523.05,535,20.3429,517.64,489.05,13.3958
86.55,57.5625,4.5219,57.6,287.3025,358.1312,571.1,2.5994,4.5875,173.1915,343.17,72.2762,710.0,19.4421,599.7,599.7,9.9789,66.216,76.7711,2.5994,4.5875,11.1282,15.7352,9.1102,173.194,343.17,710.0,72.8426,33.06,45.936,9.553,4.422,12.301,45.936,25.99,14.9049,0.181,0.1285,0.1309,0.1283,0.2092,0.1309,0.198,0.1241,542.96,276.35,359.3,84.6525,84.99,85.275,82.395,83.49,82.035,44.0143,523.08,535,20.3429,517.64,489.05,13.3965
86.425,57.5625,4.2375,57.525,286.8075,358.1656,571.5,2.5992,4.5825,173.502,343.14,72.2762,710.0,19.4441,599.64,599.64,9.9791,66.2159,76.7726,2.5992,4.5825,11.1283,15.7354,9.1096,173.502,343.14,710.0,72.8501,33.06,45.75,9.56,4.408,12.301,45.75,25.869,14.9049,0.1808,0.1286,0.131,0.1284,0.2094,0.131,0.1982,0.1242,543.0,276.35,359.3,84.645,85.02,85.2375,82.395,83.52,82.005,44.0587,523.11,535,20.3428,517.67,489.08,13.3972
86.15,57.6,4.1922,57.525,286.9875,357.959,571.3,2.599,4.58,173.448,343.11,72.2769,709.92,19.4449,599.7,599.7,9.9793,66.2166,76.7744,2.599,4.58,11.1246,15.7357,9.1091,173.446,343.11,709.92,72.9082,33.065,45.564,9.565,4.391,12.301,45.564,25.7535,14.9049,0.1807,0.1287,0.1311,0.1285,0.2096,0.131,0.1984,0.1244,543.0,276.35,359.3,84.6375,85.0425,85.2675,82.3575,83.5275,81.9675,44.1105,523.08,535,20.3427,517.67,489.08,13.3978
86.6,57.5625,4.8422,57.525,286.74,358.4411,571.15,2.5994,4.5775,173.988,343.08,72.2776,709.84,19.4469,599.64,599.64,9.9802,66.2167,76.7741,2.5994,4.5775,11.1272,15.7329,9.1096,173.992,343.08,709.84,72.9163,33.065,45.396,9.572,4.374,12.302,45.396,25.6435,14.9049,0.1806,0.1288,0.1312,0.1286,0.2098,0.1312,0.1986,0.1245,543.0,276.35,359.3,84.66,85.0275,85.23,82.35,83.5275,81.9525,44.1624,523.05,535,20.3426,517.7,489.11,13.3985
86.7,57.5625,4.8422,57.525,286.65,357.649,571.4,2.5992,4.575,173.8935,343.08,72.2779,709.84,19.4491,599.58,599.58,9.9806,66.2169,76.7756,2.5992,4.575,11.1273,15.7322,9.1086,173.894,343.08,709.84,72.9751,33.07,45.21,9.578,4.359,12.302,45.21,25.539,14.9049,0.1806,0.1289,0.1313,0.1287,0.21,0.1313,0.1988,0.1246,542.96,276.35,359.3,84.6075,85.08,85.2,82.3125,83.4825,81.96,44.2182,522.99,535,20.3426,517.7,489.11,13.3992
86.55,57.6,4.5484,57.5625,287.3025,357.5113,571.25,2.599,4.5725,174.0825,343.05,72.2787,709.76,19.4516,599.52,599.52,9.981,66.2171,76.7774,2.599,4.5725,11.1311,15.7314,9.1086,174.076,343.05,709.76,72.9838,33.07,45.03,9.584,4.347,12.302,45.03,25.44,14.9049,0.1806,0.129,0.1314,0.1288,0.2102,0.1314,0.199,0.1247,542.92,276.35,359.35,84.6,85.08,85.185,82.32,83.49,81.96,44.2743,522.93,535,20.3425,517.73,489.14,13.3998
86.75,57.5625,3.9109,57.6,287.19,357.8901,570.9,2.5988,4.5675,173.7315,343.02,72.2797,709.68,19.4529,599.58,599.58,9.9814,66.218,76.7794,2.5988,4.5675,11.1287,15.7337,9.108,173.726,343.02,709.68,72.9926,33.07,44.85,9.591,4.337,12.303,44.85,25.3355,14.9049,0.1806,0.1291,0.1315,0.1289,0.2104,0.1314,0.1991,0.1248,542.84,276.35,359.35,84.5625,85.095,85.215,82.3125,83.46,82.0125,44.3305,522.87,535,20.3424,517.73,489.14,13.4005
86.125,57.6,3.9109,57.5625,286.5375,357.6146,571.3,2.599,4.565,173.1105,343.02,72.2803,709.68,19.4554,599.52,599.52,9.9819,66.2184,76.7801,2.599,4.565,11.1288,15.7339,9.108,173.11,343.02,709.68,73.0014,33.07,44.718,9.597,4.328,12.303,44.718,25.231,14.9049,0.1805,0.1292,0.1316,0.1291,0.2105,0.1316,0.1993,0.1249,542.8,276.4,359.35,84.5325,85.125,85.245,82.26,83.4525,82.0275,44.3796,522.87,535,20.3423,517.76,489.17,13.4012
86.9,57.525,4.3719,57.5625,286.965,357.8557,570.85,2.599,4.565,173.016,343.02,72.2814,709.6,19.4551,599.7,599.7,9.9823,66.2188,76.7814,2.599,4.565,11.1259,15.7342,9.108,173.012,343.02,709.6,73.0607,33.075,44.814,9.603,4.318,12.303,44.814,25.1375,14.9049,0.1803,0.1292,0.1316,0.1291,0.2103,0.1316,0.1992,0.1249,542.76,276.4,359.35,84.5625,85.11,85.2675,82.3125,83.49,81.9825,44.4248,522.9,535,20.3422,517.76,489.17,13.4018
86.825,57.525,4.3719,57.525,286.65,357.5457,571.55,2.599,4.565,173.2995,343.02,72.2814,709.68,19.4556,599.76,599.76,9.9819,66.2192,76.7826,2.599,4.565,11.1279,15.7344,9.108,173.306,343.02,709.68,73.0701,33.075,44.97,9.605,4.3,12.304,44.97,25.1155,14.9136,0.1801,0.1292,0.1316,0.1291,0.2102,0.1316,0.1991,0.1249,542.8,276.4,359.35,84.5475,85.065,85.305,82.275,83.5275,82.02,44.4699,522.93,535,20.3422,517.79,489.2,13.4025
86.525,57.5625,3.9828,57.6,286.9425,358.3378,571.35,2.5998,4.5675,173.2185,343.02,72.2806,709.84,19.4536,600.0,600.0,9.9821,66.2197,76.7809,2.5998,4.5675,11.128,15.7347,9.1091,173.222,343.02,709.84,73.0795,33.075,45.132,9.606,4.284,12.305,45.132,25.154,14.9138,0.1801,0.1291,0.1315,0.129,0.2101,0.1315,0.1989,0.1248,542.84,276.4,359.35,84.5175,85.02,85.335,82.29,83.535,82.005,44.5074,523.02,535,20.3421,517.79,489.2,13.4032
