x0,x1,x2,x3,x4,x5,x6,x7
-0.588,1.497,-0.109,0.775,0.241,-0.986,-0.811,0.167
-0.759,0.384,0.055,0.165,0.426,-2.071,1.021,0.796
-0.606,0.567,-0.066,0.064,0.059,0.232,0.107,1.535
-0.367,-0.103,0.693,1.097,-1.981,0.369,0.867,1.004
-0.771,-0.296,-0.094,-1.321,-0.394,0.973,-0.332,-1.275
-0.216,0.065,0.637,0.354,-0.066,1.316,1.708,-1.121
-0.651,-0.427,0.73,-0.456,-1.011,0.45,0.828,0.762
-1.548,-0.447,-0.331,-1.995,-0.575,0.488,-0.725,0.58
-1.496,-0.936,0.593,-1.486,-0.561,-1.098,1.955,-1.322
-0.422,0.037,0.532,-0.221,1.394,-0.847,1.592,-1.915
1.165,0.594,1.077,0.722,-1.518,-1.167,0.545,0.508
2.006,-0.388,1.517,1.501,0.153,-0.814,-0.639,0.254
0.377,0.583,-0.144,-0.191,-0.032,0.92,0.614,-0.877
-0.718,-1.873,-0.79,0.182,0.598,0.725,0.281,-0.667
-2.323,-0.888,0.879,0.922,0.387,1.062,0.799,-0.347
-0.888,-0.525,1.126,1.54,-0.672,0.354,1.044,1.901
-0.331,-1.255,1.699,0.287,1.472,2.095,0.947,0.159
1.257,-0.604,-0.486,-0.775,0.478,1.516,0.118,0.527
-0.305,-0.41,-0.502,-0.797,0.648,0.641,0.266,0.322
2.336,-0.135,-1.886,-0.693,0.229,0.912,-0.657,-0.044
0.76,-2.088,-1.356,0.284,0.597,1.045,-0.877,-0.313
-0.311,-0.828,-1.548,0.391,-0.649,-0.816,-0.425,0.471
-1.978,0.095,-1.677,0.589,-1.171,-0.33,-1.218,0.78
-2.177,-0.238,0.501,0.799,-0.223,-0.305,0.692,0.056
-1.664,-0.06,0.393,2.43,-1.29,0.12,1.622,-1.144
-1.162,-0.742,-0.351,1.47,-0.399,0.193,1.227,0.168
-0.676,0.071,0.959,1.783,-0.513,2.086,2.844,0.498
0.149,0.531,-0.413,0.959,1.189,1.363,1.713,0.114
-0.44,0.793,0.941,0.499,0.736,2.333,-0.1,0.185
0.569,0.863,0.001,-0.16,0.292,0.338,0.278,-1.52
0.139,0.626,-0.571,0.119,-0.61,1.26,0.08,0.251
-0.905,0.441,-1.404,-1.259,0.535,-0.071,-0.152,1.29
0.511,-0.575,0.932,-2.007,-0.011,-0.206,-1.881,0.921
0.768,-0.489,-1.004,-2.307,0.538,-2.505,-0.914,-0.135
-0.808,-0.156,-0.415,-0.626,0.815,-1.223,0.994,-0.647
-0.938,0.127,-1.448,-0.821,0.091,-1.607,0.946,-0.672
-1.043,-0.312,-1.524,-0.477,-0.037,-0.194,2.074,-0.534
-0.969,-0.448,0.14,0.184,0.078,0.088,0.041,-1.209
-0.43,-2.191,0.219,0.943,1.383,1.493,-1.931,-1.237
-1.143,0.571,0.714,-0.322,-0.143,0.192,-0.605,-3.736
-0.405,0.451,1.798,0.915,0.803,0.469,-2.169,-2.681
-0.562,1.95,-0.122,-0.666,0.136,-0.977,-1.381,-1.163
-0.077,1.718,1.051,-3.224,0.603,0.929,-1.007,-1.702
1.099,0.873,0.552,-0.212,0.192,1.103,0.021,-0.03
1.472,-0.021,0.508,0.034,0.245,-0.659,0.167,-0.524
0.781,0.261,-1.241,0.478,1.785,0.654,0.481,-1.119
1.575,0.867,0.011,-1.245,-0.674,-1.262,-1.748,0.839
-1.756,2.126,-0.826,1.268,0.716,0.727,-0.996,-2.08
-0.334,0.799,0.862,-0.084,-0.027,0.709,-0.023,0.107
-0.722,0.114,0.633,-0.478,0.558,0.819,-0.441,1.633
-0.007,0.147,0.665,0.928,-0.639,0.742,-1.166,0.028
0.319,0.639,1.498,0.674,0.311,0.982,0.417,-0.521
0.804,-0.722,2.216,-0.325,-0.122,-0.103,-0.398,-1.281
1.962,0.391,-0.054,-1.153,0.541,0.781,-1.443,-1.514
1.331,-0.048,0.463,-0.875,-0.073,-0.419,-0.339,-0.909
0.577,-1.421,-0.722,0.855,0.219,0.425,-1.415,-0.565
-0.18,-1.124,0.796,1.012,-0.158,0.285,0.352,0.675
-1.131,0.218,-0.307,0.076,0.824,1.146,-0.484,1.067
-0.795,0.092,0.89,0.432,-0.445,-0.781,0.092,-0.569
-1.481,-0.843,-0.066,0.185,0.255,-0.222,0.647,-0.399
0.95,0.029,-0.712,0.0,1.128,0.333,0.171,-1.108
-0.526,-0.588,-0.529,0.207,0.079,0.338,-2.044,-0.57
0.676,-1.692,-2.626,0.238,1.189,-0.611,-0.729,1.438
-0.523,-2.223,-0.348,0.94,0.265,1.473,-1.163,0.552
-1.585,-2.462,-0.476,-0.025,1.351,0.337,-1.889,1.47
-1.262,-0.871,0.881,0.153,-0.779,-0.355,-0.582,0.451
-1.013,0.409,-0.642,0.017,0.913,0.306,-0.394,1.731
-0.259,-0.457,0.749,-0.22,0.459,-0.612,-0.458,1.649
-0.114,0.648,-0.363,0.532,0.224,0.407,-0.294,0.943
1.373,0.028,1.758,0.793,-0.534,0.067,0.881,1.021
0.228,-0.626,-1.529,0.65,0.676,0.025,-0.626,0.943
0.446,-0.551,0.561,1.243,-0.809,-0.713,-0.214,1.064
-1.244,-1.829,0.113,1.688,0.162,0.957,-0.983,0.599
0.338,-0.832,0.868,1.67,-0.284,-0.283,0.484,1.236
0.428,-1.281,-0.59,-0.779,-1.332,0.627,0.128,0.17
0.677,-0.104,-0.72,0.993,-0.701,1.668,0.352,-0.692
-1.139,-1.197,0.029,0.293,-0.197,0.557,0.836,-0.393
-1.178,0.839,0.571,-0.127,-1.219,-0.105,0.866,-0.142
-0.908,1.415,0.026,-2.211,0.05,0.861,0.176,-0.248
0.115,-0.205,1.215,-0.931,0.51,-0.24,1.516,-1.022
-1.489,-0.039,-0.561,-0.908,0.124,1.408,1.277,-1.302
-1.5,0.179,2.103,0.195,0.135,0.17,1.954,-1.423
-1.974,1.74,0.024,-0.696,0.132,-0.29,0.557,-0.515
-0.086,0.087,1.207,-1.377,-0.879,-2.473,-0.526,-1.738
-0.864,0.328,-0.404,-1.487,1.437,-0.748,-0.14,-1.079
0.54,-1.698,1.445,-1.365,-0.508,-1.698,-1.304,-0.381
-0.628,-1.064,-1.47,0.129,0.713,-0.374,-1.694,0.382
0.237,0.986,1.118,0.559,-1.359,-1.596,-0.74,-0.944
-0.524,0.271,-1.955,-0.351,0.231,0.621,-0.787,-0.346
-1.922,1.31,0.134,-0.402,-0.955,-0.113,0.271,-0.293
-1.685,-0.312,-0.53,-1.301,-0.153,0.839,-0.578,0.346
-0.414,-0.122,0.999,-1.614,-0.298,0.379,1.3,-1.162
0.304,-0.246,-0.687,-1.119,-1.464,0.153,-0.248,0.117
-0.477,-0.21,-0.153,-1.834,-0.367,-1.48,-2.209,0.873
-1.027,0.261,-1.846,-0.846,-0.044,-0.497,-2.821,-1.005
0.245,-0.966,0.057,0.851,-0.897,-1.256,-2.08,1.395
-1.319,0.346,-0.53,1.111,0.428,-1.204,0.221,-0.679
-1.618,-0.56,1.106,1.072,-0.424,-0.256,1.605,0.666
-1.028,-0.034,-1.756,-0.185,0.55,0.552,1.957,2.179
0.275,-0.944,0.511,-0.339,-1.961,0.447,0.6,1.637
-2.144,0.642,-0.046,0.405,0.26,1.43,0.317,-0.942
-0.987,-0.128,1.005,0.91,-0.561,1.419,0.412,-0.878
-0.511,-0.376,1.05,1.585,0.619,-0.672,0.964,-0.216
0.2,-1.103,1.802,0.987,0.023,-1.03,-1.031,0.402
-1.639,0.118,1.037,-0.385,1.455,0.069,0.722,-0.454
-0.386,0.753,1.664,-0.371,-0.019,-0.533,-0.04,-0.627
0.373,-0.245,1.457,-0.867,1.701,0.189,0.903,0.93
-0.546,-0.522,0.378,0.524,1.116,0.037,1.379,2.032
0.011,-0.869,0.126,1.36,-0.527,-0.802,0.965,1.249
-0.682,-0.463,0.106,1.241,0.299,0.583,0.193,0.2
-0.833,-0.223,0.628,0.071,-0.347,-0.641,0.67,0.509
-0.224,0.61,0.089,-0.866,-0.863,0.22,-1.546,1.384
-0.622,0.744,1.51,-0.696,1.477,-0.035,-0.864,-0.96
0.574,-1.238,0.792,-1.506,0.802,-0.522,-0.914,-0.219
1.071,-0.43,-0.07,0.613,0.904,-0.232,-0.618,-0.318
1.104,-0.609,0.571,0.284,0.624,-1.846,-1.199,0.192
1.087,-0.164,-0.992,1.171,0.086,-1.321,-0.909,-0.077
1.85,0.3,1.058,1.577,2.103,-0.829,-1.053,0.48
1.238,2.752,-1.222,1.396,-0.29,-0.298,-0.684,0.206
1.572,2.488,-1.162,-0.218,-0.216,2.107,-0.35,-0.294
0.022,0.864,-0.529,0.437,-1.289,2.24,0.838,1.174
0.232,2.749,1.201,-0.692,-0.943,1.215,0.07,2.463
-0.493,0.994,-1.601,0.722,0.981,0.164,1.889,1.358
-0.271,0.731,0.482,0.922,1.181,-1.685,1.76,-0.05
-0.391,-0.649,-1.141,0.675,2.066,-1.178,-0.522,0.506
-1.259,-2.143,0.88,1.045,0.108,-1.751,-1.125,-0.787
0.015,-0.991,-1.476,0.11,1.264,-0.515,-1.338,-1.84
1.286,0.689,0.82,0.588,-0.217,1.068,-1.49,-1.576
-0.078,-0.407,-0.099,0.581,0.172,1.439,-0.591,-1.918
0.467,-0.713,-0.667,-0.151,0.274,0.092,0.846,-0.086
-0.162,0.03,0.786,-0.165,0.651,0.282,0.204,-0.219
-0.737,-1.556,0.463,0.057,-1.152,1.562,-0.777,0.465
-0.065,-1.889,0.789,0.41,0.779,1.717,-0.482,0.636
0.349,-1.224,0.551,0.529,-0.837,0.805,-0.53,-0.96
-0.346,-0.945,-0.867,0.342,0.302,1.264,-0.855,0.146
1.184,-1.083,0.179,-1.562,0.405,1.437,-1.121,0.746
-0.46,-0.912,0.175,0.587,0.857,0.791,-1.977,0.101
0.009,-1.117,-0.394,-0.888,0.342,0.651,-1.864,-0.299
1.313,1.106,-0.832,0.092,0.6,-0.667,-2.076,1.361
0.728,0.445,-0.003,0.362,-0.512,-0.301,-1.188,-0.828
-0.322,0.267,-0.844,-0.296,0.696,0.814,-1.493,1.24
0.388,0.447,-1.043,-0.761,-0.551,0.506,-1.192,0.12
0.69,0.439,-0.97,-0.827,0.125,-0.032,0.029,0.135
-0.337,-1.368,-1.969,-0.344,-1.617,1.066,-0.413,1.208
-1.273,-0.43,0.259,-0.95,-0.501,0.553,-0.314,0.436
-1.661,-0.437,0.119,-0.526,-1.295,-0.351,-0.14,-0.221
-1.098,-1.16,0.663,0.328,-1.231,-0.501,0.638,-0.065
-0.154,-1.133,0.142,-0.432,-0.404,-0.839,0.45,0.204
-0.248,-0.044,1.818,-0.437,0.992,-0.02,-0.223,0.232
0.97,-1.234,0.804,0.09,1.904,0.203,1.777,1.647
0.963,-0.199,0.458,-0.397,-0.052,-0.489,0.567,-1.387
0.285,-0.143,-0.202,0.65,0.078,0.44,-1.391,-0.757
0.278,0.91,0.741,0.691,0.075,-0.503,0.899,-0.456
1.865,0.089,1.334,-0.736,0.316,0.131,0.256,-1.993
0.289,1.401,1.389,-0.394,1.488,-1.337,1.001,-1.108
1.36,-0.804,-0.523,0.49,-0.222,-0.918,-1.072,0.413
1.412,0.255,1.842,0.102,1.029,-1.355,-0.81,0.824
-0.424,0.491,-1.812,0.652,-0.152,-1.111,-0.48,1.144
0.569,0.076,0.369,-0.148,-0.552,-1.432,0.873,0.678
-0.246,1.347,-1.577,-1.339,1.449,0.135,0.901,0.875
-1.577,0.515,1.144,-0.812,-1.303,-0.314,1.504,-0.412
-2.307,1.158,-0.409,-0.554,1.219,0.23,0.717,-0.883
-1.172,-0.247,1.09,-1.576,-0.12,-0.302,0.351,1.042
-0.572,-0.908,1.347,1.192,2.164,-1.295,-0.643,-0.651
-0.311,-0.328,1.304,0.445,1.369,-3.927,-0.67,-1.049
-0.189,0.092,2.668,-0.417,2.87,-1.116,-1.866,-0.591
0.561,1.748,-0.979,-0.447,2.53,-0.585,-0.03,-0.16
1.619,0.067,2.393,0.699,-0.182,-1.742,-0.898,-0.726
0.921,-0.627,-1.821,0.719,0.832,-1.541,-1.083,1.854
1.476,0.68,0.617,1.012,-1.115,-2.038,-1.066,0.347
-1.307,-1.358,-1.019,-0.103,1.426,0.679,-0.411,-0.17
-0.215,-0.961,-0.41,0.517,-0.583,1.76,-0.219,1.128
-2.153,-0.077,-1.529,-0.088,1.703,1.289,-1.353,-0.024
-2.547,-1.101,0.308,0.001,-0.425,0.264,-1.223,1.807
-2.669,-1.2,1.48,-1.364,2.041,0.026,-1.668,0.818
-0.852,-0.262,0.638,-2.031,1.977,-1.057,-0.566,0.763
0.015,-0.816,0.122,-0.39,-0.189,-2.654,-0.73,-0.097
0.436,1.008,1.758,-0.026,0.679,-0.203,-1.414,0.653
1.435,0.735,0.599,0.018,1.28,-0.341,-1.242,0.795
1.832,-0.642,0.765,-0.342,0.961,-2.052,-0.262,0.067
0.329,0.52,0.122,0.434,1.615,-1.516,-1.575,0.678
1.899,0.865,1.711,1.604,-0.076,-1.575,-1.817,0.773
1.307,0.739,0.068,-0.12,1.637,-1.56,-0.482,0.006
1.956,0.609,-0.169,1.277,-0.646,-0.641,-1.261,1.304
0.397,2.33,-1.085,0.554,1.006,0.459,0.044,0.652
-1.094,1.161,-2.059,0.679,-0.012,0.951,1.098,0.067
-0.077,-0.187,0.617,1.375,1.422,1.352,-0.797,0.848
-1.458,0.377,-1.169,0.702,-0.109,-0.236,1.186,0.358
-0.25,0.568,1.632,-0.277,-0.861,0.873,1.055,0.574
0.405,0.871,-0.863,0.841,-0.299,0.766,0.299,1.455
-0.151,1.459,-0.017,0.612,-0.563,-0.44,0.587,-0.102
1.602,0.535,0.03,-1.779,-1.045,0.434,0.669,1.474
0.384,1.017,-1.761,-1.526,-0.567,-1.143,0.111,1.087
-0.827,1.719,1.18,-2.98,0.47,0.13,-0.288,0.078
-2.528,0.221,-0.276,-1.197,0.004,-0.873,-0.013,-0.372
0.454,1.196,0.896,-1.278,0.165,-0.365,-0.872,-0.392
-0.496,-0.137,-1.137,-0.702,1.143,-1.218,-1.138,-0.454
-0.403,0.56,2.196,-0.328,0.38,-1.057,0.154,-1.015
-0.862,-0.023,0.021,-0.025,0.256,-1.356,-0.698,-1.045
1.115,-0.932,2.401,1.787,-1.169,0.226,-1.082,0.093
-0.654,-0.884,-0.688,1.607,2.508,-0.124,-0.423,-0.104
0.349,-0.981,0.879,1.861,-0.563,0.032,0.883,0.718
-1.285,-0.677,-1.62,1.366,1.623,0.423,-0.393,1.312
-0.039,-2.448,-0.315,0.888,0.795,-0.09,-0.607,1.282
-0.639,-2.068,-1.476,1.666,0.862,0.105,0.081,-0.458
0.593,-1.054,0.791,1.628,-0.991,-0.38,0.516,-0.443
1.051,-0.267,-1.728,1.122,1.511,0.303,2.094,0.523
0.884,-0.032,-0.771,-0.452,-1.084,-0.077,1.27,-1.667
0.923,0.468,-0.517,-0.283,0.568,0.302,-0.355,-0.134
0.651,-1.037,0.638,-0.115,-1.31,-1.319,-1.135,-0.498
-1.203,-0.09,-1.661,1.8,0.948,0.085,-0.619,0.594
0.867,-1.418,-1.467,1.545,-2.355,0.034,2.408,0.725
-0.445,-0.291,-1.785,2.175,0.567,2.167,0.111,-0.091
-1.467,-0.241,0.256,1.474,-0.685,2.785,0.757,0.539
-0.133,-1.037,-0.422,2.147,-0.149,2.936,0.82,0.086
0.984,-1.0,-0.497,-0.169,-2.1,1.15,0.264,0.312
-0.512,-0.952,-0.444,-0.135,1.097,0.273,0.292,-0.668
-0.583,-1.308,0.673,-0.069,-0.154,0.336,1.109,-0.115
-0.894,-1.553,-0.083,1.032,1.982,-0.298,0.33,-0.327
0.009,-0.713,-0.633,0.069,-0.3,-1.419,1.466,-1.933
-0.927,0.503,0.321,0.325,1.716,-1.742,0.569,0.658
-0.594,0.296,0.359,0.498,-0.634,-1.95,0.793,-0.968
-0.308,0.67,0.072,0.217,0.964,-1.884,-0.041,-0.396
-0.962,-2.103,-0.416,-1.256,0.202,-1.669,-0.978,-0.41
-1.464,-1.286,0.826,1.195,2.039,-1.108,-0.02,-0.864
-1.452,-0.408,0.352,0.448,0.122,0.559,-0.514,-1.385
-0.563,0.933,0.94,0.283,0.975,-0.069,-1.578,-0.729
0.38,-0.117,1.342,0.051,1.371,0.925,-0.95,-1.128
-0.031,0.518,0.47,0.159,2.537,-0.735,-0.758,0.28
0.964,0.766,0.795,0.378,0.776,-0.951,-1.444,1.873
1.971,4.241,-0.135,-0.289,0.441,0.204,-2.021,-0.281
0.813,0.295,0.761,-1.958,0.785,-0.704,-1.406,1.311
-0.148,-0.338,-0.165,-0.764,0.3,-0.186,-1.294,-0.577
-1.205,1.002,0.226,-0.669,-0.397,1.167,0.205,1.376
0.383,0.959,-0.561,-1.076,1.223,-0.129,-0.626,-0.403
-0.625,0.576,1.331,-1.163,-0.533,-0.395,-0.387,1.48
-0.497,0.35,0.492,-0.483,2.245,-0.389,-0.324,0.996
-1.716,0.31,1.425,-1.258,1.061,-2.83,0.313,0.272
-0.826,-0.729,0.876,0.841,0.954,-1.099,-0.622,-0.511
-0.831,-1.356,1.663,1.71,-0.319,-1.5,-0.788,0.349
-0.836,-0.667,0.102,1.099,0.675,0.414,-0.607,1.873
-1.024,-0.148,1.358,0.053,-1.171,0.927,1.51,1.431
0.248,1.073,0.221,0.671,1.684,1.192,0.908,0.848
0.607,-0.498,1.342,-0.036,-0.69,-0.014,-0.621,-1.067
-0.13,-0.164,-0.573,-0.135,0.891,0.406,-0.852,-0.436
1.536,-0.046,-0.409,1.071,-1.605,-1.585,-0.557,-0.373
0.721,-0.393,-1.187,1.631,0.243,0.577,-2.644,-1.518
0.502,1.134,-0.389,0.32,-1.257,0.486,-0.119,0.067
-1.528,0.015,-0.391,-1.203,1.05,0.485,-0.899,-1.209
-0.447,0.046,0.366,0.002,0.155,0.008,1.539,1.64
0.09,1.417,0.573,0.01,0.429,-0.09,0.303,0.501
-0.997,1.384,0.066,-0.872,1.299,-0.231,-0.591,0.402
0.454,0.139,0.478,-0.031,1.849,-0.991,-0.461,0.662
2.007,1.952,-0.133,0.53,2.173,-0.862,-0.72,0.538
0.811,1.004,0.774,-0.379,1.023,-0.613,-0.308,1.831
0.945,1.904,1.241,-0.56,1.318,-0.847,0.318,0.461
1.082,0.594,-1.64,-0.905,-0.269,-0.448,-0.118,0.709
0.57,0.364,0.001,0.881,0.879,-0.298,-1.053,1.304
-0.514,1.329,-1.542,0.217,-0.03,-0.811,0.359,0.728
-0.76,2.179,-1.822,-0.642,-0.531,0.408,-0.859,0.347
-1.066,-0.254,0.668,-0.568,-0.764,0.626,-0.397,1.791
-1.54,-0.212,0.639,0.317,0.838,0.522,-0.147,-0.378
0.209,1.371,1.173,-0.281,-1.561,0.789,-0.085,-1.138
